"species","scenario","t","abundance_mean","abundance_sd","reproduction_mean","reproduction_sd","carry_mean","carry_sd","habitat_mean","habitat_sd","bevmort_mean","bevmort_sd"
"D","controlRun",7,137720.371,7923.795,2.966,0.391,998325.252,42323.799,1.838,0.172,0.564,0.047
"D","controlRun",8,138759.064,7620.722,2.941,0.387,998343.488,42448.577,1.838,0.172,0.564,0.047
"D","controlRun",9,139577.823,7375.31,2.94,0.39,998203.985,42378.71,1.838,0.172,0.564,0.047
"D","controlRun",10,140210.593,7184.858,2.941,0.382,998293.453,42319.438,1.838,0.172,0.564,0.047
"D","controlRun",11,140723.413,6999.608,3.4,0.412,909710.022,63352.134,1.914,0.153,0.646,0.052
"D","controlRun",12,137593.717,6861.104,3.378,0.409,909837.18,63376.719,1.914,0.153,0.647,0.052
"D","controlRun",13,135413.076,7121.931,3.391,0.408,909692.287,63290.789,1.914,0.153,0.646,0.052
"D","controlRun",14,133851.22,7460.617,3.372,0.393,909586.209,63340.134,1.914,0.153,0.646,0.052
"D","controlRun",15,132741.293,7787.791,3.384,0.405,909771.641,63424.371,1.914,0.153,0.646,0.051
"D","controlRun",16,131951.085,8062.635,3.39,0.397,909711.193,63474.153,1.914,0.153,0.646,0.051
"D","controlRun",17,131381.872,8291.76,3.386,0.403,909731.587,63387.662,1.914,0.153,0.646,0.051
"D","controlRun",18,130980.506,8467.799,3.388,0.401,909878.396,63203.525,1.914,0.153,0.647,0.051
"D","controlRun",19,130687.114,8598.987,3.384,0.411,909717.155,63528.757,1.914,0.153,0.646,0.051
"D","controlRun",20,130474.337,8710.138,3.379,0.406,909741.973,63364.282,1.914,0.153,0.646,0.052
"D","controlRun",21,130326.676,8785.936,3.763,0.419,804557.845,74946.545,1.875,0.122,0.718,0.056
"D","controlRun",22,125433.074,9343.774,3.744,0.413,804581.263,74989.485,1.875,0.122,0.718,0.056
"D","controlRun",23,122161.195,9813.718,3.76,0.419,804541.815,74927.433,1.875,0.122,0.718,0.056
"D","controlRun",24,119931.896,10142.066,3.75,0.419,804367.655,74878.592,1.875,0.122,0.718,0.056
"D","controlRun",25,118390.358,10364.51,3.755,0.423,804399.195,74918.579,1.875,0.122,0.718,0.056
"D","controlRun",26,117334.562,10498.18,3.76,0.423,804403.718,75056.367,1.875,0.122,0.718,0.056
"D","controlRun",27,116603.661,10580.922,3.77,0.418,804649.144,74909.228,1.875,0.122,0.718,0.056
"D","controlRun",28,116101.144,10631.016,3.755,0.416,804511.699,74966.973,1.875,0.122,0.718,0.056
"D","controlRun",29,115743.673,10669.476,3.768,0.429,804502.83,74924.68,1.875,0.122,0.718,0.056
"D","controlRun",30,115505.58,10688.293,3.759,0.43,804592.74,74983.077,1.875,0.122,0.718,0.056
"D","controlRun",31,115340.856,10701.314,4.166,0.429,644466.482,99907.173,1.658,0.167,0.796,0.059
"D","controlRun",32,106931.995,12433.247,4.166,0.429,644481.106,99854.653,1.658,0.167,0.796,0.059
"D","controlRun",33,101732.436,13369.277,4.161,0.439,644600.842,99995.625,1.658,0.167,0.796,0.059
"D","controlRun",34,98426.707,13873.369,4.182,0.446,644503.883,99961.598,1.658,0.167,0.796,0.059
"D","controlRun",35,96276.596,14129.752,4.173,0.432,644557.6,99966.424,1.658,0.167,0.796,0.059
"D","controlRun",36,94874.84,14258.951,4.169,0.428,644629.805,99973.929,1.658,0.167,0.796,0.059
"D","controlRun",37,93955.583,14319.261,4.173,0.441,644628.199,100079.985,1.658,0.167,0.796,0.059
"D","controlRun",38,93340.163,14345.312,4.175,0.441,644528.182,100033.526,1.658,0.167,0.796,0.059
"D","controlRun",39,92921.735,14348.512,4.168,0.426,644632.057,99940.745,1.658,0.167,0.796,0.059
"D","controlRun",40,92651.112,14337.958,4.161,0.417,644557.618,100046.294,1.658,0.167,0.796,0.059
"D","land_SSP1",1,88223.314,92598.108,4.423,0.58,1497361.693,63543.115,2.756,0.258,0.846,0.07
"D","land_SSP1",2,189973.681,15882.684,4.421,0.574,1497278.342,63483.571,2.756,0.258,0.846,0.07
"D","land_SSP1",3,194957.435,14758.917,4.46,0.583,1497502.35,63512.667,2.756,0.258,0.846,0.07
"D","land_SSP1",4,198956.432,13808.869,4.43,0.599,1497478.588,63614.241,2.756,0.258,0.846,0.07
"D","land_SSP1",5,202123.685,13057.504,4.417,0.578,1497234.039,63444.958,2.756,0.258,0.846,0.07
"D","land_SSP1",6,204610.547,12397.771,4.421,0.583,1497288.8,63657.473,2.756,0.258,0.846,0.07
"D","land_SSP1",7,206580.557,11885.692,4.449,0.587,1497487.879,63485.698,2.756,0.258,0.846,0.07
"D","land_SSP1",8,208138.596,11431.083,4.411,0.581,1497515.231,63672.866,2.756,0.258,0.846,0.07
"D","land_SSP1",9,209366.734,11062.965,4.41,0.585,1497305.977,63568.065,2.756,0.258,0.846,0.07
"D","land_SSP1",10,210315.89,10777.288,4.411,0.572,1497440.179,63479.157,2.756,0.258,0.846,0.07
"D","land_SSP1",11,211085.12,10499.411,5.1,0.618,1364565.033,95028.202,2.871,0.229,0.97,0.077
"D","land_SSP1",12,206390.575,10291.655,5.067,0.613,1364755.771,95065.078,2.871,0.229,0.97,0.077
"D","land_SSP1",13,203119.615,10682.896,5.086,0.612,1364538.431,94936.184,2.871,0.229,0.97,0.077
"D","land_SSP1",14,200776.83,11190.925,5.057,0.589,1364379.314,95010.2,2.871,0.229,0.97,0.077
"D","land_SSP1",15,199111.94,11681.687,5.076,0.607,1364657.462,95136.556,2.871,0.229,0.97,0.077
"D","land_SSP1",16,197926.628,12093.952,5.085,0.596,1364566.789,95211.23,2.871,0.229,0.97,0.077
"D","land_SSP1",17,197072.807,12437.641,5.079,0.604,1364597.381,95081.492,2.871,0.229,0.97,0.077
"D","land_SSP1",18,196470.759,12701.698,5.081,0.601,1364817.594,94805.288,2.871,0.229,0.97,0.077
"D","land_SSP1",19,196030.671,12898.48,5.076,0.617,1364575.732,95293.136,2.871,0.229,0.97,0.077
"D","land_SSP1",20,195711.506,13065.208,5.068,0.609,1364612.96,95046.423,2.871,0.229,0.97,0.077
"D","land_SSP1",21,195490.014,13178.904,5.645,0.628,1206836.767,112419.817,2.812,0.184,1.078,0.083
"D","land_SSP1",22,188149.611,14015.662,5.616,0.619,1206871.895,112484.228,2.812,0.184,1.078,0.083
"D","land_SSP1",23,183241.793,14720.577,5.64,0.629,1206812.723,112391.149,2.812,0.184,1.078,0.083
"D","land_SSP1",24,179897.844,15213.1,5.626,0.629,1206551.483,112317.888,2.812,0.184,1.078,0.083
"D","land_SSP1",25,177585.538,15546.766,5.633,0.634,1206598.793,112377.869,2.812,0.184,1.078,0.083
"D","land_SSP1",26,176001.843,15747.271,5.641,0.634,1206605.577,112584.55,2.812,0.184,1.078,0.083
"D","land_SSP1",27,174905.491,15871.382,5.655,0.626,1206973.716,112363.842,2.812,0.184,1.078,0.083
"D","land_SSP1",28,174151.716,15946.525,5.632,0.625,1206767.549,112450.459,2.812,0.184,1.078,0.083
"D","land_SSP1",29,173615.509,16004.215,5.652,0.644,1206754.245,112387.02,2.812,0.184,1.078,0.083
"D","land_SSP1",30,173258.37,16032.44,5.639,0.645,1206889.109,112474.615,2.812,0.184,1.078,0.083
"D","land_SSP1",31,173011.284,16051.971,6.249,0.644,966699.724,149860.76,2.487,0.251,1.194,0.089
"D","land_SSP1",32,160397.992,18649.871,6.249,0.644,966721.66,149781.979,2.487,0.251,1.194,0.089
"D","land_SSP1",33,152598.653,20053.916,6.241,0.659,966901.262,149993.437,2.487,0.251,1.194,0.089
"D","land_SSP1",34,147640.06,20810.054,6.273,0.669,966755.824,149942.397,2.487,0.251,1.194,0.089
"D","land_SSP1",35,144414.894,21194.627,6.26,0.648,966836.4,149949.636,2.487,0.251,1.194,0.089
"D","land_SSP1",36,142312.26,21388.427,6.253,0.642,966944.708,149960.893,2.487,0.251,1.194,0.089
"D","land_SSP1",37,140933.374,21478.891,6.26,0.662,966942.299,150119.977,2.487,0.251,1.194,0.089
"D","land_SSP1",38,140010.245,21517.968,6.263,0.662,966792.273,150050.289,2.487,0.251,1.194,0.089
"D","land_SSP1",39,139382.602,21522.768,6.251,0.639,966948.086,149911.118,2.487,0.251,1.194,0.089
"D","land_SSP1",40,138976.668,21506.936,6.242,0.625,966836.427,150069.441,2.487,0.251,1.194,0.089
"D","land_SSP5",1,205854.399,216062.253,10.32,1.354,3493843.951,148267.267,6.432,0.602,1.975,0.163
"D","land_SSP5",2,443271.922,37059.597,10.316,1.34,3493649.465,148128.332,6.432,0.602,1.975,0.163
"D","land_SSP5",3,454900.681,34437.472,10.406,1.361,3494172.149,148196.224,6.432,0.602,1.975,0.163
"D","land_SSP5",4,464231.675,32220.694,10.337,1.398,3494116.705,148433.229,6.432,0.602,1.975,0.163
"D","land_SSP5",5,471621.932,30467.508,10.305,1.348,3493546.091,148038.235,6.432,0.602,1.975,0.163
"D","land_SSP5",6,477424.61,28928.132,10.316,1.361,3493673.867,148534.103,6.432,0.602,1.975,0.163
"D","land_SSP5",7,482021.299,27733.282,10.381,1.369,3494138.383,148133.296,6.432,0.602,1.975,0.163
"D","land_SSP5",8,485656.724,26672.528,10.293,1.356,3494202.207,148570.021,6.432,0.602,1.975,0.163
"D","land_SSP5",9,488522.379,25813.585,10.289,1.365,3493713.947,148325.484,6.432,0.602,1.975,0.163
"D","land_SSP5",10,490737.076,25147.005,10.293,1.336,3494027.085,148118.034,6.432,0.602,1.975,0.163
"D","land_SSP5",11,492531.946,24498.627,11.901,1.441,3183985.077,221732.47,6.699,0.535,2.263,0.18
"D","land_SSP5",12,481578.008,24013.862,11.824,1.43,3184430.132,221818.516,6.699,0.535,2.263,0.18
"D","land_SSP5",13,473945.767,24926.758,11.867,1.428,3183923.006,221517.762,6.699,0.535,2.263,0.18
"D","land_SSP5",14,468479.271,26112.158,11.801,1.375,3183551.732,221690.468,6.699,0.535,2.263,0.18
"D","land_SSP5",15,464594.526,27257.269,11.843,1.417,3184200.744,221985.298,6.699,0.535,2.263,0.18
"D","land_SSP5",16,461828.798,28219.222,11.865,1.391,3183989.175,222159.536,6.699,0.535,2.263,0.18
"D","land_SSP5",17,459836.551,29021.161,11.85,1.41,3184060.556,221856.815,6.699,0.535,2.263,0.18
"D","land_SSP5",18,458431.77,29637.295,11.857,1.403,3184574.385,221212.339,6.699,0.535,2.263,0.18
"D","land_SSP5",19,457404.9,30096.454,11.843,1.44,3184010.042,222350.651,6.699,0.535,2.263,0.18
"D","land_SSP5",20,456660.18,30485.484,11.826,1.42,3184096.906,221774.988,6.699,0.535,2.263,0.18
"D","land_SSP5",21,456143.366,30750.777,13.172,1.466,2815952.456,262312.906,6.562,0.428,2.514,0.194
"D","land_SSP5",22,439015.759,32703.21,13.104,1.445,2816034.422,262463.198,6.562,0.428,2.514,0.194
"D","land_SSP5",23,427564.184,34348.014,13.16,1.467,2815896.353,262246.015,6.562,0.428,2.514,0.194
"D","land_SSP5",24,419761.637,35497.233,13.126,1.467,2815286.794,262075.071,6.562,0.428,2.514,0.194
"D","land_SSP5",25,414366.254,36275.787,13.143,1.48,2815397.184,262215.027,6.562,0.428,2.514,0.194
"D","land_SSP5",26,410670.966,36743.632,13.161,1.479,2815413.013,262697.284,6.562,0.428,2.514,0.194
"D","land_SSP5",27,408112.812,37033.226,13.194,1.461,2816272.005,262182.298,6.562,0.428,2.514,0.194
"D","land_SSP5",28,406354.005,37208.557,13.142,1.457,2815790.947,262384.405,6.562,0.428,2.514,0.194
"D","land_SSP5",29,405102.855,37343.168,13.187,1.503,2815759.905,262236.381,6.562,0.428,2.514,0.194
"D","land_SSP5",30,404269.53,37409.027,13.157,1.506,2816074.589,262440.769,6.562,0.428,2.514,0.194
"D","land_SSP5",31,403692.995,37454.599,14.58,1.503,2255632.688,349675.106,5.802,0.585,2.787,0.207
"D","land_SSP5",32,374261.981,43516.365,14.582,1.503,2255683.872,349491.285,5.802,0.585,2.787,0.207
"D","land_SSP5",33,356063.524,46792.471,14.563,1.537,2256102.945,349984.687,5.802,0.585,2.787,0.207
"D","land_SSP5",34,344493.473,48556.792,14.636,1.561,2255763.589,349865.593,5.802,0.585,2.787,0.207
"D","land_SSP5",35,336968.085,49454.13,14.606,1.512,2255951.599,349882.484,5.802,0.585,2.787,0.207
"D","land_SSP5",36,332061.939,49906.33,14.59,1.499,2256204.319,349908.75,5.802,0.585,2.787,0.207
"D","land_SSP5",37,328844.539,50117.413,14.607,1.545,2256198.697,350279.947,5.802,0.585,2.787,0.207
"D","land_SSP5",38,326690.571,50208.592,14.614,1.544,2255848.636,350117.34,5.802,0.585,2.787,0.207
"D","land_SSP5",39,325226.072,50219.793,14.586,1.492,2256212.201,349792.609,5.802,0.585,2.787,0.207
"D","land_SSP5",40,324278.892,50182.852,14.564,1.459,2255951.664,350162.03,5.802,0.585,2.787,0.207
"E","clim_SSP1",1,705786.511,740784.867,8.846,1.161,4278176.267,181551.756,12.404,1.16,0.564,0.047
"E","clim_SSP1",2,1519789.446,127061.476,8.843,1.149,4277938.12,181381.631,12.404,1.16,0.564,0.047
"E","clim_SSP1",3,1559659.477,118071.334,8.919,1.167,4278578.142,181464.764,12.404,1.16,0.564,0.047
"E","clim_SSP1",4,1591651.456,110470.95,8.86,1.198,4278510.252,181754.974,12.404,1.16,0.564,0.047
"E","clim_SSP1",5,1616989.483,104460.029,8.833,1.156,4277811.54,181271.308,12.404,1.16,0.564,0.047
"E","clim_SSP1",6,1636884.376,99182.166,8.842,1.166,4277968.001,181878.493,12.404,1.16,0.564,0.047
"E","clim_SSP1",7,1652644.454,95085.537,8.898,1.173,4278536.796,181387.71,12.404,1.16,0.564,0.047
"E","clim_SSP1",8,1665108.768,91448.667,8.823,1.162,4278614.947,181922.475,12.404,1.16,0.564,0.047
"E","clim_SSP1",9,1674933.871,88503.721,8.819,1.17,4278017.079,181623.042,12.404,1.16,0.564,0.047
"E","clim_SSP1",10,1682527.117,86218.301,8.822,1.145,4278400.512,181369.021,12.404,1.16,0.564,0.047
"E","clim_SSP1",11,1688680.957,83995.292,10.2,1.235,3898757.237,271509.148,12.92,1.032,0.646,0.052
"E","clim_SSP1",12,1651124.6,82333.242,10.135,1.226,3899302.202,271614.509,12.92,1.032,0.647,0.052
"E","clim_SSP1",13,1624956.916,85463.17,10.172,1.224,3898681.231,271246.239,12.92,1.032,0.646,0.052
"E","clim_SSP1",14,1606214.643,89527.399,10.115,1.178,3898226.611,271457.716,12.92,1.032,0.646,0.052
"E","clim_SSP1",15,1592895.516,93453.495,10.151,1.215,3899021.32,271818.732,12.92,1.032,0.646,0.051
"E","clim_SSP1",16,1583413.022,96751.618,10.17,1.192,3898762.255,272032.085,12.92,1.032,0.646,0.051
"E","clim_SSP1",17,1576582.459,99501.125,10.157,1.208,3898849.66,271661.407,12.92,1.032,0.646,0.051
"E","clim_SSP1",18,1571766.069,101613.582,10.163,1.203,3899478.839,270872.252,12.92,1.032,0.647,0.051
"E","clim_SSP1",19,1568245.372,103187.843,10.151,1.234,3898787.807,272266.103,12.92,1.032,0.646,0.051
"E","clim_SSP1",20,1565692.046,104521.661,10.136,1.217,3898894.17,271561.209,12.92,1.032,0.646,0.052
"E","clim_SSP1",21,1563920.113,105431.234,11.29,1.257,3448105.049,321199.477,12.655,0.826,0.718,0.056
"E","clim_SSP1",22,1505196.89,112125.292,11.232,1.239,3448205.415,321383.508,12.655,0.826,0.718,0.056
"E","clim_SSP1",23,1465934.346,117764.62,11.28,1.258,3448036.35,321117.57,12.655,0.826,0.718,0.056
"E","clim_SSP1",24,1439182.756,121704.797,11.251,1.257,3447289.951,320908.25,12.655,0.826,0.718,0.056
"E","clim_SSP1",25,1420684.3,124374.126,11.266,1.268,3447425.124,321079.624,12.655,0.826,0.718,0.056
"E","clim_SSP1",26,1408014.741,125978.165,11.281,1.268,3447444.506,321670.143,12.655,0.826,0.718,0.056
"E","clim_SSP1",27,1399243.928,126971.059,11.309,1.253,3448496.333,321039.548,12.655,0.826,0.718,0.056
"E","clim_SSP1",28,1393213.732,127572.197,11.264,1.249,3447907.282,321287.027,12.655,0.826,0.718,0.056
"E","clim_SSP1",29,1388924.076,128033.717,11.303,1.288,3447869.272,321105.772,12.655,0.826,0.718,0.056
"E","clim_SSP1",30,1386066.959,128259.521,11.277,1.291,3448254.598,321356.044,12.655,0.826,0.718,0.056
"E","clim_SSP1",31,1384090.268,128415.768,12.497,1.288,2761999.21,428173.599,11.189,1.128,0.796,0.059
"E","clim_SSP1",32,1283183.936,149198.965,12.499,1.288,2762061.884,427948.513,11.189,1.128,0.796,0.059
"E","clim_SSP1",33,1220789.227,160431.328,12.483,1.317,2762575.035,428552.678,11.189,1.128,0.796,0.059
"E","clim_SSP1",34,1181120.478,166480.431,12.545,1.338,2762159.497,428406.849,11.189,1.128,0.796,0.059
"E","clim_SSP1",35,1155319.149,169557.018,12.52,1.296,2762389.713,428427.531,11.189,1.128,0.796,0.059
"E","clim_SSP1",36,1138498.078,171107.416,12.506,1.285,2762699.166,428459.694,11.189,1.128,0.796,0.059
"E","clim_SSP1",37,1127466.99,171831.131,12.52,1.324,2762692.282,428914.221,11.189,1.128,0.796,0.059
"E","clim_SSP1",38,1120081.959,172143.743,12.526,1.324,2762263.636,428715.11,11.189,1.128,0.796,0.059
"E","clim_SSP1",39,1115060.817,172182.147,12.503,1.279,2762708.817,428317.481,11.189,1.128,0.796,0.059
"E","clim_SSP1",40,1111813.345,172055.492,12.483,1.251,2762389.793,428769.832,11.189,1.128,0.796,0.059
"E","clim_SSP5",1,1176310.852,1234641.444,14.743,1.935,7130293.778,302586.26,20.674,1.933,0.94,0.078
"E","clim_SSP5",2,2532982.41,211769.126,14.738,1.915,7129896.867,302302.718,20.674,1.933,0.94,0.078
"E","clim_SSP5",3,2599432.462,196785.556,14.866,1.944,7130963.57,302441.273,20.674,1.933,0.94,0.078
"E","clim_SSP5",4,2652752.427,184118.249,14.767,1.997,7130850.419,302924.957,20.674,1.933,0.94,0.078
"E","clim_SSP5",5,2694982.471,174100.048,14.722,1.926,7129685.9,302118.847,20.674,1.933,0.94,0.078
"E","clim_SSP5",6,2728140.627,165303.61,14.737,1.944,7129946.668,303130.822,20.674,1.933,0.94,0.078
"E","clim_SSP5",7,2754407.423,158475.896,14.831,1.955,7130894.66,302312.85,20.674,1.933,0.94,0.078
"E","clim_SSP5",8,2775181.28,152414.445,14.704,1.937,7131024.912,303204.125,20.674,1.933,0.94,0.078
"E","clim_SSP5",9,2791556.452,147506.202,14.699,1.951,7130028.464,302705.07,20.674,1.933,0.94,0.078
"E","clim_SSP5",10,2804211.862,143697.169,14.704,1.908,7130667.52,302281.701,20.674,1.933,0.94,0.078
"E","clim_SSP5",11,2814468.261,139992.153,17.001,2.058,6497928.729,452515.246,21.533,1.72,1.077,0.086
"E","clim_SSP5",12,2751874.334,137222.07,16.892,2.043,6498837.004,452690.849,21.533,1.72,1.078,0.086
"E","clim_SSP5",13,2708261.527,142438.616,16.953,2.04,6497802.052,452077.066,21.533,1.72,1.077,0.086
"E","clim_SSP5",14,2677024.404,149212.332,16.858,1.964,6497044.351,452429.526,21.533,1.72,1.077,0.086
"E","clim_SSP5",15,2654825.861,155755.824,16.919,2.025,6498368.866,453031.22,21.533,1.72,1.077,0.086
"E","clim_SSP5",16,2639021.703,161252.696,16.949,1.987,6497937.092,453386.808,21.533,1.72,1.077,0.086
"E","clim_SSP5",17,2627637.432,165835.209,16.929,2.014,6498082.767,452769.011,21.533,1.72,1.077,0.086
"E","clim_SSP5",18,2619610.115,169355.971,16.938,2.004,6499131.399,451453.754,21.533,1.72,1.078,0.086
"E","clim_SSP5",19,2613742.286,171979.739,16.919,2.057,6497979.678,453776.838,21.533,1.72,1.077,0.086
"E","clim_SSP5",20,2609486.743,174202.768,16.894,2.029,6498156.951,452602.015,21.533,1.72,1.077,0.086
"E","clim_SSP5",21,2606533.522,175718.723,18.817,2.094,5746841.748,535332.462,21.091,1.377,1.197,0.093
"E","clim_SSP5",22,2508661.483,186875.487,18.72,2.064,5747009.025,535639.181,21.091,1.377,1.197,0.093
"E","clim_SSP5",23,2443223.91,196274.367,18.801,2.096,5746727.251,535195.95,21.091,1.377,1.197,0.093
"E","clim_SSP5",24,2398637.926,202841.329,18.752,2.095,5745483.252,534847.083,21.091,1.377,1.197,0.093
"E","clim_SSP5",25,2367807.167,207290.21,18.776,2.114,5745708.539,535132.707,21.091,1.377,1.197,0.093
"E","clim_SSP5",26,2346691.236,209963.609,18.802,2.113,5745740.843,536116.905,21.091,1.377,1.197,0.093
"E","clim_SSP5",27,2332073.213,211618.432,18.849,2.088,5747493.888,535065.913,21.091,1.377,1.197,0.093
"E","clim_SSP5",28,2322022.886,212620.328,18.774,2.082,5746512.136,535478.378,21.091,1.377,1.197,0.093
"E","clim_SSP5",29,2314873.46,213389.529,18.839,2.147,5746448.786,535176.287,21.091,1.377,1.197,0.093
"E","clim_SSP5",30,2310111.598,213765.869,18.795,2.151,5747090.997,535593.406,21.091,1.377,1.197,0.093
"E","clim_SSP5",31,2306817.114,214026.28,20.829,2.147,4603332.017,713622.666,18.649,1.881,1.327,0.099
"E","clim_SSP5",32,2138639.894,248664.942,20.832,2.147,4603436.474,713247.521,18.649,1.881,1.327,0.099
"E","clim_SSP5",33,2034648.711,267385.547,20.804,2.195,4604291.726,714254.464,18.649,1.881,1.327,0.099
"E","clim_SSP5",34,1968534.131,277467.386,20.909,2.23,4603599.162,714011.415,18.649,1.881,1.327,0.099
"E","clim_SSP5",35,1925531.915,282595.03,20.866,2.16,4603982.855,714045.886,18.649,1.881,1.327,0.099
"E","clim_SSP5",36,1897496.796,285179.027,20.843,2.141,4604498.61,714099.49,18.649,1.881,1.327,0.099
"E","clim_SSP5",37,1879111.65,286385.218,20.867,2.207,4604487.136,714857.035,18.649,1.881,1.327,0.099
"E","clim_SSP5",38,1866803.266,286906.238,20.877,2.206,4603772.727,714525.183,18.649,1.881,1.327,0.099
"E","clim_SSP5",39,1858434.695,286970.245,20.838,2.131,4604514.695,713862.468,18.649,1.881,1.327,0.099
"E","clim_SSP5",40,1853022.242,286759.153,20.806,2.085,4603982.988,714616.387,18.649,1.881,1.327,0.099
"E","clim_land_SSP1",1,1646835.192,1728498.022,20.64,2.708,9982411.289,423620.764,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",2,3546175.373,296476.777,20.633,2.681,9981855.613,423223.806,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",3,3639205.447,275499.779,20.812,2.722,9983348.998,423417.783,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",4,3713853.398,257765.549,20.674,2.796,9983190.587,424094.94,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",5,3772975.46,243740.067,20.611,2.696,9981560.26,422966.386,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",6,3819396.877,231425.055,20.632,2.722,9981925.335,424383.15,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",7,3856170.392,221866.254,20.763,2.738,9983252.524,423237.989,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",8,3885253.792,213380.224,20.586,2.712,9983434.876,424485.775,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",9,3908179.033,206508.683,20.578,2.731,9982039.85,423787.098,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",10,3925896.607,201176.036,20.586,2.671,9982934.528,423194.382,28.943,2.707,1.316,0.109
"E","clim_land_SSP1",11,3940255.566,195989.014,23.801,2.882,9097100.221,633521.344,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",12,3852624.067,192110.898,23.648,2.86,9098371.805,633767.188,30.147,2.408,1.509,0.12
"E","clim_land_SSP1",13,3791566.138,199414.063,23.734,2.856,9096922.873,632907.892,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",14,3747834.166,208897.264,23.602,2.749,9095862.092,633401.337,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",15,3716756.205,218058.154,23.686,2.835,9097716.412,634243.707,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",16,3694630.385,225753.774,23.729,2.781,9097111.929,634741.532,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",17,3678692.404,232169.292,23.701,2.82,9097315.874,633876.615,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",18,3667454.161,237098.359,23.714,2.806,9098783.959,632035.255,30.147,2.408,1.509,0.12
"E","clim_land_SSP1",19,3659239.2,240771.635,23.687,2.88,9097171.549,635287.573,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",20,3653281.44,243883.875,23.652,2.841,9097419.731,633642.822,30.147,2.408,1.508,0.12
"E","clim_land_SSP1",21,3649146.93,246006.212,26.343,2.932,8045578.447,749465.446,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",22,3512126.076,261625.682,26.208,2.89,8045812.635,749894.853,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",23,3420513.474,274784.113,26.321,2.935,8045418.151,749274.329,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",24,3358093.096,283977.861,26.253,2.933,8043676.553,748785.917,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",25,3314930.034,290206.294,26.287,2.96,8043991.955,749185.79,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",26,3285367.73,293949.053,26.323,2.959,8044037.18,750563.667,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",27,3264902.498,296265.805,26.388,2.923,8046491.443,749092.279,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",28,3250832.041,297668.459,26.284,2.914,8045116.99,749669.73,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",29,3240822.844,298745.34,26.375,3.006,8045028.301,749246.802,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",30,3234156.237,299272.217,26.314,3.012,8045927.396,749830.769,29.528,1.928,1.676,0.13
"E","clim_land_SSP1",31,3229543.959,299636.791,29.16,3.006,6444664.823,999071.732,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",32,2994095.852,348130.918,29.164,3.005,6444811.064,998546.529,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",33,2848508.196,374339.766,29.126,3.074,6446008.416,999956.25,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",34,2755947.783,388454.34,29.272,3.122,6445038.826,999615.98,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",35,2695744.681,395633.042,29.212,3.024,6445575.997,999664.24,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",36,2656495.515,399250.638,29.18,2.998,6446298.054,999739.286,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",37,2630756.311,400939.305,29.213,3.09,6446281.99,1000799.85,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",38,2613524.572,401668.733,29.228,3.089,6445281.818,1000335.257,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",39,2601808.574,401758.344,29.173,2.984,6446320.574,999407.455,26.109,2.633,1.858,0.138
"E","clim_land_SSP1",40,2594231.139,401462.814,29.128,2.919,6445576.183,1000462.942,26.109,2.633,1.858,0.138
"E","clim_land_SSP5",1,117631.085,123464.144,1.474,0.193,713029.378,30258.626,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",2,253298.241,21176.913,1.474,0.191,712989.687,30230.272,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",3,259943.246,19678.556,1.487,0.194,713096.357,30244.127,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",4,265275.243,18411.825,1.477,0.2,713085.042,30292.496,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",5,269498.247,17410.005,1.472,0.193,712968.59,30211.885,2.067,0.193,0.094,0.008
"E","clim_land_SSP5",6,272814.063,16530.361,1.474,0.194,712994.667,30313.082,2.067,0.193,0.094,0.008
