"species","scenario","t","abundance_mean","abundance_sd","reproduction_mean","reproduction_sd","carry_mean","carry_sd","habitat_mean","habitat_sd","bevmort_mean","bevmort_sd"
"F","clim_land_SSP1",8,1359838.827,74683.078,20.586,2.712,7986747.901,339588.62,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",9,1367862.661,72278.039,20.578,2.731,7985631.88,339029.678,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",10,1374063.813,70411.613,20.586,2.671,7986347.622,338555.505,16.08,1.504,2.633,0.218
"F","clim_land_SSP1",11,1379089.448,68596.155,23.801,2.882,7277680.177,506817.075,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",12,1348418.423,67238.814,23.648,2.86,7278697.444,507013.75,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",13,1327048.148,69794.922,23.734,2.856,7277538.298,506326.313,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",14,1311741.958,73114.042,23.602,2.749,7276689.673,506721.069,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",15,1300864.672,76320.354,23.686,2.835,7278173.13,507394.966,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",16,1293120.635,79013.821,23.729,2.781,7277689.543,507793.225,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",17,1287542.341,81259.252,23.701,2.82,7277852.699,507101.292,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",18,1283608.956,82984.426,23.714,2.806,7279027.167,505628.204,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",19,1280733.72,84270.072,23.687,2.88,7277737.239,508230.058,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",20,1278648.504,85359.356,23.652,2.841,7277935.785,506914.257,16.748,1.338,3.017,0.24
"F","clim_land_SSP1",21,1277201.426,86102.174,26.343,2.932,6436462.757,599572.357,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",22,1229244.127,91568.989,26.208,2.89,6436650.108,599915.882,16.404,1.071,3.353,0.259
"F","clim_land_SSP1",23,1197179.716,96174.44,26.321,2.935,6436334.521,599419.463,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",24,1175332.584,99392.251,26.253,2.933,6434941.243,599028.733,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",25,1160225.512,101572.203,26.287,2.96,6435193.564,599348.632,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",26,1149878.705,102882.168,26.323,2.959,6435229.744,600450.934,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",27,1142715.874,103693.032,26.388,2.923,6437193.154,599273.823,16.404,1.071,3.353,0.259
"F","clim_land_SSP1",28,1137791.214,104183.961,26.284,2.914,6436093.592,599735.784,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",29,1134287.995,104560.869,26.375,3.006,6436022.641,599397.442,16.404,1.071,3.352,0.259
"F","clim_land_SSP1",30,1131954.683,104745.276,26.314,3.012,6436741.917,599864.615,16.404,1.071,3.353,0.259
"F","clim_land_SSP1",31,1130340.386,104872.877,29.16,3.006,5155731.859,799257.386,14.505,1.463,3.715,0.277
"F","clim_land_SSP1",32,1047933.548,121845.821,29.164,3.005,5155848.851,798837.224,14.505,1.463,3.716,0.277
"F","clim_land_SSP1",33,996977.869,131018.918,29.126,3.074,5156806.733,799965,14.505,1.463,3.716,0.276
"F","clim_land_SSP1",34,964581.724,135959.019,29.272,3.122,5156031.061,799692.784,14.505,1.463,3.716,0.277
"F","clim_land_SSP1",35,943510.638,138471.565,29.212,3.024,5156460.798,799731.392,14.505,1.463,3.716,0.276
"F","clim_land_SSP1",36,929773.43,139737.723,29.18,2.998,5157038.443,799791.428,14.505,1.463,3.716,0.276
"F","clim_land_SSP1",37,920764.709,140328.757,29.213,3.09,5157025.592,800639.88,14.505,1.463,3.716,0.276
"F","clim_land_SSP1",38,914733.6,140584.056,29.228,3.089,5156225.455,800268.205,14.505,1.463,3.716,0.276
"F","clim_land_SSP1",39,910633.001,140615.42,29.173,2.984,5157056.459,799525.964,14.505,1.463,3.716,0.277
"F","clim_land_SSP1",40,907980.898,140511.985,29.128,2.919,5156460.946,800370.354,14.505,1.463,3.716,0.276
"F","clim_land_SSP5",1,41170.88,43212.451,1.474,0.193,570423.502,24206.901,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",2,88654.384,7411.919,1.474,0.191,570391.749,24184.217,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",3,90980.136,6887.494,1.487,0.194,570477.086,24195.302,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",4,92846.335,6444.139,1.477,0.2,570468.034,24233.997,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",5,94324.386,6093.502,1.472,0.193,570374.872,24169.508,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",6,95484.922,5785.626,1.474,0.194,570395.733,24250.466,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",7,96404.26,5546.656,1.483,0.196,570471.573,24185.028,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",8,97131.345,5334.506,1.47,0.194,570481.993,24256.33,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",9,97704.476,5162.717,1.47,0.195,570402.277,24216.406,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",10,98147.415,5029.401,1.47,0.191,570453.402,24182.536,1.149,0.107,0.188,0.016
"F","clim_land_SSP5",11,98506.389,4899.725,1.7,0.206,519834.298,36201.22,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",12,96315.602,4802.772,1.689,0.204,519906.96,36215.268,1.196,0.096,0.216,0.017
"F","clim_land_SSP5",13,94789.153,4985.352,1.695,0.204,519824.164,36166.165,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",14,93695.854,5222.432,1.686,0.196,519763.548,36194.362,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",15,92918.905,5451.454,1.692,0.202,519869.509,36242.498,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",16,92365.76,5643.844,1.695,0.199,519834.967,36270.945,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",17,91967.31,5804.232,1.693,0.201,519846.621,36221.521,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",18,91686.354,5927.459,1.694,0.2,519930.512,36116.3,1.196,0.096,0.216,0.017
"F","clim_land_SSP5",19,91480.98,6019.291,1.692,0.206,519838.374,36302.147,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",20,91332.036,6097.097,1.689,0.203,519852.556,36208.161,1.196,0.096,0.215,0.017
"F","clim_land_SSP5",21,91228.673,6150.155,1.882,0.209,459747.34,42826.597,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",22,87803.152,6540.642,1.872,0.206,459760.722,42851.134,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",23,85512.837,6869.603,1.88,0.21,459738.18,42815.676,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",24,83952.327,7099.447,1.875,0.21,459638.66,42787.767,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",25,82873.251,7255.157,1.878,0.211,459656.683,42810.617,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",26,82134.193,7348.726,1.88,0.211,459659.267,42889.352,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",27,81622.562,7406.645,1.885,0.209,459799.511,42805.273,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",28,81270.801,7441.711,1.877,0.208,459720.971,42838.27,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",29,81020.571,7468.634,1.884,0.215,459715.903,42814.103,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",30,80853.906,7481.805,1.88,0.215,459767.28,42847.472,1.172,0.077,0.239,0.019
"F","clim_land_SSP5",31,80738.599,7490.92,2.083,0.215,368266.561,57089.813,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",32,74852.396,8703.273,2.083,0.215,368274.918,57059.802,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",33,71212.705,9358.494,2.08,0.22,368343.338,57140.357,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",34,68898.695,9711.358,2.091,0.223,368287.933,57120.913,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",35,67393.617,9890.826,2.087,0.216,368318.628,57123.671,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",36,66412.388,9981.266,2.084,0.214,368359.889,57127.959,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",37,65768.908,10023.483,2.087,0.221,368358.971,57188.563,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",38,65338.114,10041.718,2.088,0.221,368301.818,57162.015,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",39,65045.214,10043.959,2.084,0.213,368361.176,57108.997,1.036,0.104,0.265,0.02
"F","clim_land_SSP5",40,64855.778,10036.57,2.081,0.208,368318.639,57169.311,1.036,0.104,0.265,0.02
"F","controlRun",1,82341.76,86424.901,2.949,0.387,1140847.004,48413.802,2.297,0.215,0.376,0.031
"F","controlRun",2,177308.769,14823.839,2.948,0.383,1140783.499,48368.435,2.297,0.215,0.376,0.031
"F","controlRun",3,181960.272,13774.989,2.973,0.389,1140954.171,48390.604,2.297,0.215,0.376,0.031
"F","controlRun",4,185692.67,12888.277,2.953,0.399,1140936.067,48467.993,2.297,0.215,0.376,0.031
"F","controlRun",5,188648.773,12187.003,2.944,0.385,1140749.744,48339.016,2.297,0.215,0.376,0.031
"F","controlRun",6,190969.844,11571.253,2.947,0.389,1140791.467,48500.931,2.297,0.215,0.376,0.031
"F","controlRun",7,192808.52,11093.313,2.966,0.391,1140943.146,48370.056,2.297,0.215,0.376,0.031
"F","controlRun",8,194262.69,10669.011,2.941,0.387,1140963.986,48512.66,2.297,0.215,0.376,0.031
"F","controlRun",9,195408.952,10325.434,2.94,0.39,1140804.554,48432.811,2.297,0.215,0.376,0.031
"F","controlRun",10,196294.83,10058.802,2.941,0.382,1140906.803,48365.072,2.297,0.215,0.376,0.031
"F","controlRun",11,197012.778,9799.451,3.4,0.412,1039668.597,72402.439,2.393,0.191,0.431,0.034
"F","controlRun",12,192631.203,9605.545,3.378,0.409,1039813.921,72430.536,2.393,0.191,0.431,0.034
"F","controlRun",13,189578.307,9970.703,3.391,0.408,1039648.328,72332.33,2.393,0.191,0.431,0.034
"F","controlRun",14,187391.708,10444.863,3.372,0.393,1039527.096,72388.724,2.393,0.191,0.431,0.034
"F","controlRun",15,185837.81,10902.908,3.384,0.405,1039739.019,72484.995,2.393,0.191,0.431,0.034
"F","controlRun",16,184731.519,11287.689,3.39,0.397,1039669.935,72541.889,2.393,0.191,0.431,0.034
"F","controlRun",17,183934.62,11608.465,3.386,0.403,1039693.243,72443.042,2.393,0.191,0.431,0.034
"F","controlRun",18,183372.708,11854.918,3.388,0.401,1039861.024,72232.601,2.393,0.191,0.431,0.034
"F","controlRun",19,182961.96,12038.582,3.384,0.411,1039676.748,72604.294,2.393,0.191,0.431,0.034
"F","controlRun",20,182664.072,12194.194,3.379,0.406,1039705.112,72416.322,2.393,0.191,0.431,0.034
"F","controlRun",21,182457.347,12300.311,3.763,0.419,919494.68,85653.194,2.343,0.153,0.479,0.037
"F","controlRun",22,175606.304,13081.284,3.744,0.413,919521.444,85702.269,2.343,0.153,0.479,0.037
"F","controlRun",23,171025.674,13739.206,3.76,0.419,919476.36,85631.352,2.343,0.153,0.479,0.037
"F","controlRun",24,167904.655,14198.893,3.75,0.419,919277.32,85575.533,2.343,0.153,0.479,0.037
"F","controlRun",25,165746.502,14510.315,3.755,0.423,919313.366,85621.233,2.343,0.153,0.479,0.037
"F","controlRun",26,164268.386,14697.453,3.76,0.423,919318.535,85778.705,2.343,0.153,0.479,0.037
"F","controlRun",27,163245.125,14813.29,3.77,0.418,919599.022,85610.546,2.343,0.153,0.479,0.037
"F","controlRun",28,162541.602,14883.423,3.755,0.416,919441.942,85676.541,2.343,0.153,0.479,0.037
"F","controlRun",29,162041.142,14937.267,3.768,0.429,919431.806,85628.206,2.343,0.153,0.479,0.037
"F","controlRun",30,161707.812,14963.611,3.759,0.43,919534.56,85694.945,2.343,0.153,0.479,0.037
"F","controlRun",31,161477.198,14981.84,4.166,0.429,736533.123,114179.627,2.072,0.209,0.531,0.04
"F","controlRun",32,149704.793,17406.546,4.166,0.429,736549.836,114119.603,2.072,0.209,0.531,0.04
"F","controlRun",33,142425.41,18716.988,4.161,0.439,736686.676,114280.714,2.072,0.209,0.531,0.039
"F","controlRun",34,137797.389,19422.717,4.182,0.446,736575.866,114241.826,2.072,0.209,0.531,0.04
"F","controlRun",35,134787.234,19781.652,4.173,0.432,736637.257,114247.342,2.072,0.209,0.531,0.039
"F","controlRun",36,132824.776,19962.532,4.169,0.428,736719.778,114255.918,2.072,0.209,0.531,0.039
"F","controlRun",37,131537.816,20046.965,4.173,0.441,736717.942,114377.126,2.072,0.209,0.531,0.039
"F","controlRun",38,130676.229,20083.437,4.175,0.441,736603.636,114324.029,2.072,0.209,0.531,0.039
"F","controlRun",39,130090.429,20087.917,4.168,0.426,736722.351,114217.995,2.072,0.209,0.531,0.04
"F","controlRun",40,129711.557,20073.141,4.161,0.417,736637.278,114338.622,2.072,0.209,0.531,0.039
"F","land_SSP1",1,123512.639,129637.352,4.423,0.58,1711270.507,72620.702,3.446,0.322,0.564,0.047
"F","land_SSP1",2,265963.153,22235.758,4.421,0.574,1711175.248,72552.652,3.446,0.322,0.564,0.047
"F","land_SSP1",3,272940.409,20662.483,4.46,0.583,1711431.257,72585.906,3.446,0.322,0.564,0.047
"F","land_SSP1",4,278539.005,19332.416,4.43,0.599,1711404.101,72701.99,3.446,0.322,0.564,0.047
"F","land_SSP1",5,282973.159,18280.505,4.417,0.578,1711124.616,72508.523,3.446,0.322,0.564,0.047
"F","land_SSP1",6,286454.766,17356.879,4.421,0.583,1711187.2,72751.397,3.446,0.322,0.564,0.047
"F","land_SSP1",7,289212.779,16639.969,4.449,0.587,1711414.718,72555.084,3.446,0.322,0.564,0.047
"F","land_SSP1",8,291394.034,16003.517,4.411,0.581,1711445.979,72768.99,3.446,0.322,0.564,0.047
"F","land_SSP1",9,293113.427,15488.151,4.41,0.585,1711206.831,72649.217,3.446,0.322,0.564,0.047
"F","land_SSP1",10,294442.246,15088.203,4.411,0.572,1711360.205,72547.608,3.446,0.322,0.564,0.047
"F","land_SSP1",11,295519.167,14699.176,5.1,0.618,1559502.895,108603.659,3.589,0.287,0.646,0.052
"F","land_SSP1",12,288946.805,14408.317,5.067,0.613,1559720.881,108645.804,3.589,0.287,0.647,0.052
"F","land_SSP1",13,284367.46,14956.055,5.086,0.612,1559472.492,108498.496,3.589,0.287,0.646,0.052
"F","land_SSP1",14,281087.562,15667.295,5.057,0.589,1559290.644,108583.086,3.589,0.287,0.646,0.052
"F","land_SSP1",15,278756.715,16354.362,5.076,0.607,1559608.528,108727.493,3.589,0.287,0.646,0.051
"F","land_SSP1",16,277097.279,16931.533,5.085,0.596,1559504.902,108812.834,3.589,0.287,0.646,0.051
"F","land_SSP1",17,275901.93,17412.697,5.079,0.604,1559539.864,108664.563,3.589,0.287,0.646,0.051
"F","land_SSP1",18,275059.062,17782.377,5.081,0.601,1559791.536,108348.901,3.589,0.287,0.647,0.051
"F","land_SSP1",19,274442.94,18057.873,5.076,0.617,1559515.123,108906.441,3.589,0.287,0.646,0.051
"F","land_SSP1",20,273996.108,18291.291,5.068,0.609,1559557.668,108624.484,3.589,0.287,0.646,0.052
"F","land_SSP1",21,273686.02,18450.466,5.645,0.628,1379242.019,128479.791,3.515,0.23,0.718,0.056
"F","land_SSP1",22,263409.456,19621.926,5.616,0.619,1379282.166,128553.403,3.515,0.23,0.718,0.056
"F","land_SSP1",23,256538.511,20608.808,5.64,0.629,1379214.54,128447.028,3.515,0.23,0.718,0.056
"F","land_SSP1",24,251856.982,21298.34,5.626,0.629,1378915.981,128363.3,3.515,0.23,0.718,0.056
"F","land_SSP1",25,248619.753,21765.472,5.633,0.634,1378970.049,128431.85,3.515,0.23,0.718,0.056
"F","land_SSP1",26,246402.58,22046.179,5.641,0.634,1378977.802,128668.057,3.515,0.23,0.718,0.056
"F","land_SSP1",27,244867.687,22219.935,5.655,0.626,1379398.533,128415.819,3.515,0.23,0.718,0.056
"F","land_SSP1",28,243812.403,22325.134,5.632,0.625,1379162.913,128514.811,3.515,0.23,0.718,0.056
"F","land_SSP1",29,243061.713,22405.901,5.652,0.644,1379147.709,128442.309,3.515,0.23,0.718,0.056
"F","land_SSP1",30,242561.718,22445.416,5.639,0.645,1379301.839,128542.417,3.515,0.23,0.718,0.056
"F","land_SSP1",31,242215.797,22472.759,6.249,0.644,1104799.684,171269.44,3.108,0.313,0.796,0.059
"F","land_SSP1",32,224557.189,26109.819,6.249,0.644,1104824.754,171179.405,3.108,0.313,0.796,0.059
"F","land_SSP1",33,213638.115,28075.482,6.241,0.659,1105030.014,171421.071,3.108,0.313,0.796,0.059
"F","land_SSP1",34,206696.084,29134.075,6.273,0.669,1104863.799,171362.74,3.108,0.313,0.796,0.059
"F","land_SSP1",35,202180.851,29672.478,6.26,0.648,1104955.885,171371.013,3.108,0.313,0.796,0.059
"F","land_SSP1",36,199237.164,29943.798,6.253,0.642,1105079.666,171383.878,3.108,0.313,0.796,0.059
"F","land_SSP1",37,197306.723,30070.448,6.26,0.662,1105076.913,171565.689,3.108,0.313,0.796,0.059
"F","land_SSP1",38,196014.343,30125.155,6.263,0.662,1104905.455,171486.044,3.108,0.313,0.796,0.059
"F","land_SSP1",39,195135.643,30131.876,6.251,0.639,1105083.527,171326.992,3.108,0.313,0.796,0.059
"F","land_SSP1",40,194567.335,30109.711,6.242,0.625,1104955.917,171507.933,3.108,0.313,0.796,0.059
"F","land_SSP5",1,288196.159,302487.154,10.32,1.354,3992964.515,169448.306,8.04,0.752,1.316,0.109
"F","land_SSP5",2,620580.69,51883.436,10.316,1.34,3992742.245,169289.522,8.04,0.752,1.316,0.109
"F","land_SSP5",3,636860.953,48212.461,10.406,1.361,3993339.599,169367.113,8.04,0.752,1.316,0.109
"F","land_SSP5",4,649924.345,45108.971,10.337,1.398,3993276.235,169637.976,8.04,0.752,1.316,0.109
"F","land_SSP5",5,660270.705,42654.512,10.305,1.348,3992624.104,169186.554,8.04,0.752,1.316,0.109
"F","land_SSP5",6,668394.454,40499.385,10.316,1.361,3992770.134,169753.26,8.04,0.752,1.316,0.109
"F","land_SSP5",7,674829.819,38826.594,10.381,1.369,3993301.01,169295.196,8.04,0.752,1.316,0.109
"F","land_SSP5",8,679919.414,37341.539,10.293,1.356,3993373.951,169794.31,8.04,0.752,1.316,0.109
"F","land_SSP5",9,683931.331,36139.019,10.289,1.365,3992815.94,169514.839,8.04,0.752,1.316,0.109
"F","land_SSP5",10,687031.906,35205.806,10.293,1.336,3993173.811,169277.753,8.04,0.752,1.316,0.109
"F","land_SSP5",11,689544.724,34298.077,11.901,1.441,3638840.088,253408.538,8.374,0.669,1.508,0.12
"F","land_SSP5",12,674209.212,33619.407,11.824,1.43,3639348.722,253506.875,8.374,0.669,1.509,0.12
"F","land_SSP5",13,663524.074,34897.461,11.867,1.428,3638769.149,253163.157,8.374,0.669,1.508,0.12
"F","land_SSP5",14,655870.979,36557.021,11.801,1.375,3638344.837,253360.535,8.374,0.669,1.508,0.12
"F","land_SSP5",15,650432.336,38160.177,11.843,1.417,3639086.565,253697.483,8.374,0.669,1.508,0.12
"F","land_SSP5",16,646560.317,39506.911,11.865,1.391,3638844.771,253896.613,8.374,0.669,1.508,0.12
"F","land_SSP5",17,643771.171,40629.626,11.85,1.41,3638926.35,253550.646,8.374,0.669,1.508,0.12
"F","land_SSP5",18,641804.478,41492.213,11.857,1.403,3639513.583,252814.102,8.374,0.669,1.509,0.12
"F","land_SSP5",19,640366.86,42135.036,11.843,1.44,3638868.62,254115.029,8.374,0.669,1.508,0.12
"F","land_SSP5",20,639324.252,42679.678,11.826,1.42,3638967.892,253457.129,8.374,0.669,1.508,0.12
"F","land_SSP5",21,638600.713,43051.087,13.172,1.466,3218231.379,299786.178,8.202,0.536,1.676,0.13
"F","land_SSP5",22,614622.063,45784.494,13.104,1.445,3218325.054,299957.941,8.202,0.536,1.676,0.13
"F","land_SSP5",23,598589.858,48087.22,13.16,1.467,3218167.26,299709.732,8.202,0.536,1.676,0.13
"F","land_SSP5",24,587666.292,49696.126,13.126,1.467,3217470.621,299514.367,8.202,0.536,1.676,0.13
"F","land_SSP5",25,580112.756,50786.101,13.143,1.48,3217596.782,299674.316,8.202,0.536,1.676,0.13
"F","land_SSP5",26,574939.353,51441.084,13.161,1.479,3217614.872,300225.467,8.202,0.536,1.676,0.13
"F","land_SSP5",27,571357.937,51846.516,13.194,1.461,3218596.577,299636.911,8.202,0.536,1.676,0.13
"F","land_SSP5",28,568895.607,52091.98,13.142,1.457,3218046.796,299867.892,8.202,0.536,1.676,0.13
"F","land_SSP5",29,567143.998,52280.435,13.187,1.503,3218011.32,299698.721,8.202,0.536,1.676,0.13
"F","land_SSP5",30,565977.341,52372.638,13.157,1.506,3218370.959,299932.307,8.202,0.536,1.676,0.13
"F","land_SSP5",31,565170.193,52436.439,14.58,1.503,2577865.929,399628.693,7.252,0.731,1.858,0.138
"F","land_SSP5",32,523966.774,60922.911,14.582,1.503,2577924.425,399418.612,7.252,0.731,1.858,0.138
"F","land_SSP5",33,498488.934,65509.459,14.563,1.537,2578403.366,399982.5,7.252,0.731,1.858,0.138
"F","land_SSP5",34,482290.862,67979.509,14.636,1.561,2578015.53,399846.392,7.252,0.731,1.858,0.138
"F","land_SSP5",35,471755.319,69235.782,14.606,1.512,2578230.399,399865.696,7.252,0.731,1.858,0.138
"F","land_SSP5",36,464886.715,69868.862,14.59,1.499,2578519.222,399895.714,7.252,0.731,1.858,0.138
"F","land_SSP5",37,460382.354,70164.378,14.607,1.545,2578512.796,400319.94,7.252,0.731,1.858,0.138
"F","land_SSP5",38,457366.8,70292.028,14.614,1.544,2578112.727,400134.103,7.252,0.731,1.858,0.138
"F","land_SSP5",39,455316.5,70307.71,14.586,1.492,2578528.229,399762.982,7.252,0.731,1.858,0.138
"F","land_SSP5",40,453990.449,70255.992,14.564,1.459,2578230.473,400185.177,7.252,0.731,1.858,0.138
