"","species","seed_number","general.method","reproduction.unit.measured","dispersal_class_1-6","mean_dist_m","max_dist_m","growth_method","growth_rate_mm","growth_unit","wetmass_g","Unit","mortality"
"928","Sonchus asper",23000,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"929","Sonchus asper",5000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"930","Sonchus asper",1120,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"931","Sonchus asper",520,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"932","Sonchus asper",2500,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"933","Sonchus asper",4700,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"934","Sonchus asper",4700,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"935","Sonchus asper",23000,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"936","Sonchus asper",23000,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"937","Sonchus asper",3500,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"938","Sonchus asper",650,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"939","Sonchus asper",6e+05,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"940","Sonchus asper",20000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"941","Sonchus asper",20738,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"942","Sonchus asper",1000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"943","Sonchus asper",6e+05,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"944","Sonchus asper",20738,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"945","Sonchus asper",1000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"946","Sonchus asper",330,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"947","Sonchus asper",6000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"948","Sonchus asper",650,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"949","Sonchus asper",6000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"950","Sonchus asper",3500,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"951","Sonchus asper",23000,"estimation","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"952","Sonchus asper",520,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"953","Sonchus asper",2500,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"954","Sonchus asper",20000,"actual measurement","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"955","Sonchus asper",5000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"956","Sonchus asper",330,"unknown","per ramet/tussock or individual plant ",5,10,500,"ann. rad. gr",1.6,"mm",10.9,"g",-2.73871029614695e-07
"957","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"958","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"959","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"960","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"961","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"962","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"963","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"964","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"965","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"966","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"967","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"968","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"969","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"970","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"971","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"972","Stellaria media",15000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"973","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"974","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"975","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"976","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"977","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"978","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"979","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"980","Stellaria media",11000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"981","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"982","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"983","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"984","Stellaria media",14000,"unknown","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"985","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"986","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"987","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"988","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"989","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"990","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"991","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"992","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"993","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"994","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"995","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"996","Stellaria media",15000,"estimation (following LEDA data standards)","per ramet/tussock or individual plant ",1,0.1,1,"ann. rad. gr",0.5,"mm",1,"g",-0.25
"997","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
"998","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
"999","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
"1000","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
"1001","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
"1002","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
"1003","Trifolium pratense",530,"actual measurement","per ramet/tussock or individual plant ",2,1,5,"ann. rad. gr",0.56,"mm",0.0352,"g",-0.952373907319402
