SeqID;Taxon;Aggr.;Genus;Family;Plant height (m);Tree;Shrub;Tumbleweed;Seed mass (mg);Dusty seeds and spores;Habitat preferences of anemochorous species (other than trees);Origin outside Europe;Weed;Crop, seed mixture, ornamental;Efficient dispersal mode - common;Dispersal distance class (1-6);Efficient dispersal mode - anthropogenic;Dispersal distance class (7)
8542;Onopordum acanthium;;Onopordum;Asteraceae;1,2;;;;10,2;;;;;;Myrmecochory;3;;
8543;Onopordum acaulon;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8544;Onopordum anatolicum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8545;Onopordum boissierianum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8546;Onopordum bracteatum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8547;Onopordum caricum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8548;Onopordum corymbosum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8549;Onopordum horridum;;Onopordum;Asteraceae;0,84;;;;;;;;;;Local non-specific dispersal;2;;
8550;Onopordum illyricum;;Onopordum;Asteraceae;1,1;;;;12,7;;;;;;Local non-specific dispersal;2;;
8551;Onopordum macracanthum;;Onopordum;Asteraceae;1,0;;;;;;;;;;Local non-specific dispersal;2;;
8552;Onopordum micropterum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8553;Onopordum nervosum;;Onopordum;Asteraceae;>0,3;;;;14,2;;;;;;Local non-specific dispersal;2;;
8554;Onopordum polycephalum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8555;Onopordum tauricum;;Onopordum;Asteraceae;1,1;;;;;;;;;;Local non-specific dispersal;2;;
8556;Onopordum x glomeratum;;Onopordum;Asteraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8557;Onosma aksoyii;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8558;Onosma alborosea;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8559;Onosma angustissima;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8560;Onosma arenaria;;Onosma;Boraginaceae;0,39;;;;3,4;;;;;;Local non-specific dispersal;2;;
8561;Onosma armena;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8562;Onosma bornmuelleri;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8563;Onosma bourgaei;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8564;Onosma bracteosa;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8565;Onosma bubanii;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8566;Onosma bulgarica;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8567;Onosma caucasica;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8568;Onosma cinerea;;Onosma;Boraginaceae;0,26;;;;;;;;;;Local non-specific dispersal;1;;
8569;Onosma decorticans;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8570;Onosma echioides;;Onosma;Boraginaceae;0,35;;;;4,6;;;;;;Local non-specific dispersal;2;;
8571;Onosma elegantissima;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8572;Onosma erecta;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8573;Onosma fastigiata;;Onosma;Boraginaceae;0,25;;;;9,7;;;;;;Local non-specific dispersal;1;;
8574;Onosma frutescens;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8575;Onosma fruticosa;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8576;Onosma gigantea;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8577;Onosma graeca;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8578;Onosma halacsyi;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8579;Onosma helvetica;;Onosma;Boraginaceae;0,46;;;;;;;;;;Local non-specific dispersal;2;;
8580;Onosma heterophylla;;Onosma;Boraginaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8581;Onosma isaurica;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8582;Onosma lanceolata;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8583;Onosma leptantha;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8584;Onosma mitis;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8585;Onosma montana;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8586;Onosma oreodoxa;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8587;Onosma polyphylla;;Onosma;Boraginaceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
8588;Onosma procera;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8589;Onosma pseudoarenaria;;Onosma;Boraginaceae;0,80;;;;;;;;;;Local non-specific dispersal;2;;
8590;Onosma rascheyana;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8591;Onosma rhodopaea;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8592;Onosma rigida;;Onosma;Boraginaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
8593;Onosma roussaei;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8594;Onosma rutila;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8595;Onosma sericea;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8596;Onosma setosa;;Onosma;Boraginaceae;0,45;;;;;;;;;;Local non-specific dispersal;2;;
8597;Onosma sieheana;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8598;Onosma simplicissima;;Onosma;Boraginaceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
8599;Onosma stellulata;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8600;Onosma stenoloba;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8601;Onosma strigosissima;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8602;Onosma thracica;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8603;Onosma tinctoria;;Onosma;Boraginaceae;0,40;;;;;;;;;;Local non-specific dispersal;2;;
8604;Onosma tornensis;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8605;Onosma trapezuntea;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8606;Onosma tricerosperma;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8607;Onosma troodi;;Onosma;Boraginaceae;;;;;;;;;;;Local non-specific dispersal;;;
8608;Onosma visianii;;Onosma;Boraginaceae;0,36;;;;18,3;;;;;;Local non-specific dispersal;2;;
8609;Ophioglossum azoricum;;Ophioglossum;Ophioglossaceae;0,09;;;;;1;Open_habitats;;;;Anemochory;5;;
8610;Ophioglossum lusitanicum;;Ophioglossum;Ophioglossaceae;0,06;;;;;1;Open_habitats;;;;Anemochory;5;;
8611;Ophioglossum vulgatum;;Ophioglossum;Ophioglossaceae;0,13;;;;;1;Open_habitats;;;;Anemochory;5;;
8612;Ophrys apifera;;Ophrys;Orchidaceae;0,26;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8613;Ophrys argolica;;Ophrys;Orchidaceae;0,38;;;;;1;Open_habitats;;;;Anemochory;5;;
8614;Ophrys bertolonii;;Ophrys;Orchidaceae;0,24;;;;;1;Open_habitats;;;;Anemochory;5;;
8615;Ophrys bombyliflora;;Ophrys;Orchidaceae;0,15;;;;;1;Open_habitats;;;;Anemochory;5;;
8616;Ophrys ferrum-equinum;;Ophrys;Orchidaceae;;;;;;1;;;;;Anemochory;;;
8617;Ophrys fusca;;Ophrys;Orchidaceae;0,20;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8618;Ophrys holoserica;;Ophrys;Orchidaceae;0,25;;;;;1;Open_habitats;;;;Anemochory;5;;
8619;Ophrys insectifera;;Ophrys;Orchidaceae;0,27;;;;;1;Open_habitats;;;;Anemochory;5;;
8620;Ophrys kotschyi;;Ophrys;Orchidaceae;;;;;;1;;;;;Anemochory;;;
8621;Ophrys lunulata;;Ophrys;Orchidaceae;0,30;;;;;1;Open_habitats;;;;Anemochory;5;;
8622;Ophrys lutea;;Ophrys;Orchidaceae;0,22;;;;;1;Open_habitats;;;;Anemochory;5;;
8623;Ophrys reinholdii;;Ophrys;Orchidaceae;;;;;;1;;;;;Anemochory;;;
8624;Ophrys scolopax;;Ophrys;Orchidaceae;0,33;;;;;1;Open_habitats;;;;Anemochory;5;;
8625;Ophrys speculum;;Ophrys;Orchidaceae;0,15;;;;;1;Open_habitats;;;;Anemochory;5;;
8626;Ophrys sphegodes;;Ophrys;Orchidaceae;0,26;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8627;Ophrys tenthredinifera;;Ophrys;Orchidaceae;0,19;;;;;1;Open_habitats;;;;Anemochory;5;;
8628;Ophrys x arachnitiformis;;Ophrys;Orchidaceae;0,34;;;;;1;Open_habitats;;;;Anemochory;5;;
8629;Ophrys x flavicans;;Ophrys;Orchidaceae;0,21;;;;;1;Open_habitats;;;;Anemochory;5;;
8630;Oplismenus hirtellus;;Oplismenus;Poaceae;0,30;;;;1,3;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8631;Opopanax chironium;;Opopanax;Apiaceae;1,9;;;;6,4;;;;;;Local non-specific dispersal;2;;
8632;Opuntia ficus-indica;;Opuntia;Cactaceae;4,0;;1;;2,3;;;neo;;;Endozoochory;6;Anthropochory;7
8633;Opuntia humifusa;;Opuntia;Cactaceae;0,35;;;;29,7;;;neo;;;Endozoochory;6;Anthropochory;7
8634;Opuntia stricta;;Opuntia;Cactaceae;0,35;;1;;21,9;;;neo;;;Endozoochory;6;Anthropochory;7
8635;Opuntia tomentosa;;Opuntia;Cactaceae;2,3;;1;;;;;neo;;;Endozoochory;6;Anthropochory;7
8636;Opuntia tuna;;Opuntia;Cactaceae;;;1;;;;;neo;;;Endozoochory;6;Anthropochory;7
8637;Oreochloa confusa;;Oreochloa;Poaceae;;;;;0,6;;;;;;Local non-specific dispersal;;;
8638;Oreochloa disticha;;Oreochloa;Poaceae;0,16;;;;0,4;;;;;;Local non-specific dispersal;1;;
8639;Oreochloa seslerioides;;Oreochloa;Poaceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
8640;Orchis anatolica;;Orchis;Orchidaceae;;;;;;1;Forest;;;;Anemochory;3;;
8641;Orchis anthropophora;;Orchis;Orchidaceae;0,22;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8642;Orchis brancifortii;;Orchis;Orchidaceae;0,17;;;;;1;Open_habitats;;;;Anemochory;5;;
8643;Orchis italica;;Orchis;Orchidaceae;0,34;;;;;1;Open_habitats;;;;Anemochory;5;;
8644;Orchis mascula;;Orchis;Orchidaceae;0,33;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8645;Orchis mascula subsp. scopulorum;;Orchis;Orchidaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
8646;Orchis militaris;;Orchis;Orchidaceae;0,32;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8647;Orchis olbiensis;;Orchis;Orchidaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
8648;Orchis pallens;;Orchis;Orchidaceae;0,25;;;;0,0;1;Forest;;;;Anemochory;3;;
8649;Orchis patens;;Orchis;Orchidaceae;0,38;;;;;1;Open_habitats;;;;Anemochory;5;;
8650;Orchis pauciflora;;Orchis;Orchidaceae;0,21;;;;;1;Open_habitats;;;;Anemochory;5;;
8651;Orchis provincialis;;Orchis;Orchidaceae;0,24;;;;;1;Forest;;;;Anemochory;3;;
8652;Orchis punctulata;;Orchis;Orchidaceae;0,43;;;;;1;;;;;Anemochory;;;
8653;Orchis purpurea;;Orchis;Orchidaceae;0,48;;;;0,0;1;Forest;;;;Anemochory;3;;
8654;Orchis quadripunctata;;Orchis;Orchidaceae;0,21;;;;;1;Open_habitats;;;;Anemochory;5;;
8655;Orchis simia;;Orchis;Orchidaceae;0,31;;;;;1;Open_habitats;;;;Anemochory;5;;
8656;Orchis sitiaca;;Orchis;Orchidaceae;;;;;;1;;;;;Anemochory;;;
8657;Orchis spitzelii;;Orchis;Orchidaceae;0,24;;;;;1;Open_habitats;;;;Anemochory;5;;
8658;Orchis x hybrida;;Orchis;Orchidaceae;;;;;;1;;;;;Anemochory;;;
8659;Origanum bilgeri;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8660;Origanum compactum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8661;Origanum dictamnus;;Origanum;Lamiaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8662;Origanum laevigatum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8663;Origanum leptocladum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8664;Origanum majorana;;Origanum;Lamiaceae;0,33;;;;0,3;;;;;1;Local non-specific dispersal;2;Anthropochory;7
8665;Origanum microphyllum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8666;Origanum minutiflorum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8667;Origanum onites;;Origanum;Lamiaceae;0,40;;;;;;;;;;Local non-specific dispersal;2;;
8668;Origanum rotundifolium;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8669;Origanum saccatum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8670;Origanum scabrum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8671;Origanum sipyleum;;Origanum;Lamiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8672;Origanum syriacum;;Origanum;Lamiaceae;;;;;0,2;;;;;;Local non-specific dispersal;;;
8673;Origanum vulgare;;Origanum;Lamiaceae;0,48;;;;0,1;;;;;1;Local non-specific dispersal;2;Anthropochory;7
8674;Orlaya daucoides;;Orlaya;Apiaceae;0,20;;;;16,6;;;;;;Local non-specific dispersal;1;;
8675;Orlaya daucorlaya;;Orlaya;Apiaceae;0,51;;;;;;;;;;Local non-specific dispersal;2;;
8676;Orlaya grandiflora;;Orlaya;Apiaceae;0,34;;;;11,9;;;;;;Local non-specific dispersal;2;;
8677;Ornithogalum arabicum;;Ornithogalum;Asparagaceae;0,55;;;;;;;;;;Myrmecochory;3;;
8678;Ornithogalum baeticum;;Ornithogalum;Asparagaceae;;;;;;;;;;;Local non-specific dispersal;;;
8679;Ornithogalum boucheanum;;Ornithogalum;Asparagaceae;0,34;;;;;;;;;;Myrmecochory;3;;
8680;Ornithogalum collinum;;Ornithogalum;Asparagaceae;0,12;;;;;;;;;;Myrmecochory;3;;
8681;Ornithogalum comosum;;Ornithogalum;Asparagaceae;0,23;;;;3,5;;;;;;Local non-specific dispersal;1;;
8682;Ornithogalum corsicum;;Ornithogalum;Asparagaceae;0,08;;;;;;;;;;Myrmecochory;3;;
8683;Ornithogalum divergens;;Ornithogalum;Asparagaceae;0,16;;;;;;;;;;Myrmecochory;3;;
8684;Ornithogalum exscapum;;Ornithogalum;Asparagaceae;0,08;;;;;;;;;;Myrmecochory;3;;
8685;Ornithogalum gussonei;;Ornithogalum;Asparagaceae;0,13;;;;5,5;;;;;;Local non-specific dispersal;1;;
8686;Ornithogalum montanum;;Ornithogalum;Asparagaceae;0,10;;;;;;;;;;Myrmecochory;3;;
8687;Ornithogalum narbonense;;Ornithogalum;Asparagaceae;0,48;;;;3,2;;;;;;Local non-specific dispersal;2;;
8688;Ornithogalum nutans;;Ornithogalum;Asparagaceae;0,35;;;;6,0;;;;;1;Myrmecochory;3;Anthropochory;7
8689;Ornithogalum orthophyllum;;Ornithogalum;Asparagaceae;0,16;;;;2,0;;;;;;Myrmecochory;3;;
8690;Ornithogalum pyramidale;;Ornithogalum;Asparagaceae;0,62;;;;8,9;;;;;;Myrmecochory;3;;
8691;Ornithogalum pyrenaicum;;Ornithogalum;Asparagaceae;0,46;;;;7,1;;;;;;Local non-specific dispersal;2;;
8692;Ornithogalum refractum;;Ornithogalum;Asparagaceae;0,09;;;;;;;;;;Myrmecochory;3;;
8693;Ornithogalum sphaerocarpum;;Ornithogalum;Asparagaceae;0,73;;;;6,5;;;;;;Myrmecochory;3;;
8694;Ornithogalum umbellatum;;Ornithogalum;Asparagaceae;0,20;;;;6,1;;;;1;;Myrmecochory;3;Anthropochory;7
8695;Ornithopus compressus;;Ornithopus;Fabaceae;0,12;;;;3,7;;;;;;Local non-specific dispersal;1;;
8696;Ornithopus perpusillus;;Ornithopus;Fabaceae;0,19;;;;1,3;;;;1;;Local non-specific dispersal;1;Anthropochory;7
8697;Ornithopus pinnatus;;Ornithopus;Fabaceae;0,15;;;;1,0;;;;;;Local non-specific dispersal;1;;
8698;Ornithopus sativus;;Ornithopus;Fabaceae;0,40;;;;3,3;;;;;1;Local non-specific dispersal;2;Anthropochory;7
8699;Orobanche alba;;Orobanche;Orobanchaceae;0,35;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8700;Orobanche alsatica;;Orobanche;Orobanchaceae;0,40;;;;;1;Open_habitats;;;;Anemochory;5;;
8701;Orobanche amethystea;;Orobanche;Orobanchaceae;0,31;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8702;Orobanche anatolica;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8703;Orobanche artemisiae-campestris;;Orobanche;Orobanchaceae;0,28;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8704;Orobanche canescens;;Orobanche;Orobanchaceae;0,35;;;;;1;Open_habitats;;;;Anemochory;5;;
8705;Orobanche caryophyllacea;;Orobanche;Orobanchaceae;0,38;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8706;Orobanche castellana;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8707;Orobanche centaurina;;Orobanche;Orobanchaceae;0,40;;;;;1;;;;;Anemochory;;;
8708;Orobanche cernua;;Orobanche;Orobanchaceae;0,23;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8709;Orobanche coerulescens;;Orobanche;Orobanchaceae;0,27;;;;;1;Open_habitats;;;;Anemochory;5;;
8710;Orobanche colorata;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8711;Orobanche crenata;;Orobanche;Orobanchaceae;0,47;;;;;1;Open_habitats;;;;Anemochory;5;;
8712;Orobanche cumana;;Orobanche;Orobanchaceae;0,34;;;;;1;;;;;Anemochory;;;
8713;Orobanche cypria;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8714;Orobanche densiflora;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8715;Orobanche denudata;;Orobanche;Orobanchaceae;0,42;;;;;1;Open_habitats;;;;Anemochory;5;;
8716;Orobanche elatior;;Orobanche;Orobanchaceae;0,39;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8717;Orobanche flava;;Orobanche;Orobanchaceae;0,43;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8718;Orobanche foetida;;Orobanche;Orobanchaceae;0,27;;;;;1;Open_habitats;;;;Anemochory;5;;
8719;Orobanche gracilis;;Orobanche;Orobanchaceae;0,40;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8720;Orobanche grossheimii;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8721;Orobanche haenseleri;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8722;Orobanche hederae;;Orobanche;Orobanchaceae;0,26;;;;0,0;1;Forest;;;;Anemochory;3;;
8723;Orobanche krylowii;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8724;Orobanche laserpitii-sileris;;Orobanche;Orobanchaceae;0,47;;;;;1;Open_habitats;;;;Anemochory;5;;
8725;Orobanche latisquama;;Orobanche;Orobanchaceae;;;;;;1;Open_habitats;;;;Anemochory;5;;
8726;Orobanche litorea;;Orobanche;Orobanchaceae;0,21;;;;;1;Open_habitats;;;;Anemochory;5;;
8727;Orobanche lutea;;Orobanche;Orobanchaceae;0,42;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8728;Orobanche lycoctoni;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8729;Orobanche minor;;Orobanche;Orobanchaceae;0,31;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8730;Orobanche pancicii;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8731;Orobanche pubescens;;Orobanche;Orobanchaceae;0,24;;;;;1;Open_habitats;;;;Anemochory;5;;
8732;Orobanche rapum-genistae;;Orobanche;Orobanchaceae;0,44;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8733;Orobanche reticulata;;Orobanche;Orobanchaceae;0,34;;;;;1;Open_habitats;;;;Anemochory;5;;
8734;Orobanche rigens;;Orobanche;Orobanchaceae;0,27;;;;;1;Open_habitats;;;;Anemochory;5;;
8735;Orobanche rubi;;Orobanche;Orobanchaceae;0,32;;;;0,0;1;Open_habitats;;;;Anemochory;5;;
8736;Orobanche salviae;;Orobanche;Orobanchaceae;0,31;;;;;1;Forest;;;;Anemochory;3;;
8737;Orobanche sanguinea;;Orobanche;Orobanchaceae;0,25;;;;;1;Open_habitats;;;;Anemochory;5;;
8738;Orobanche serbica;;Orobanche;Orobanchaceae;;;;;;1;;;;;Anemochory;;;
8739;Orobanche teucrii;;Orobanche;Orobanchaceae;0,24;;;;;1;Open_habitats;;;;Anemochory;5;;
8740;Orobanche variegata;;Orobanche;Orobanchaceae;0,51;;;;;1;Open_habitats;;;;Anemochory;5;;
8741;Ortegia hispanica;;Ortegia;Caryophyllaceae;0,21;;;;;;;;;;Local non-specific dispersal;1;;
8742;Orthilia secunda;;Orthilia;Ericaceae;0,15;;;;0,0;1;Forest;;;;Anemochory;3;;
8743;Oryza sativa;;Oryza;Poaceae;1,1;;;;25,7;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8744;Osmunda regalis;;Osmunda;Osmundaceae;1,1;;;;0,0;1;Forest;;;;Anemochory;3;;
8745;Ostrya carpinifolia;;Ostrya;Betulaceae;13;1;;;7,0;;;;;;Anemochory;4;;
8746;Osyris alba;;Osyris;Santalaceae;0,97;;1;;111,6;;;;;;Endozoochory;6;;
8747;Osyris lanceolata;;Osyris;Santalaceae;1,9;;1;;101,0;;;;;;Endozoochory;6;;
8748;Otospermum glabrum;;Otospermum;Asteraceae;;;;;;;;;;;Local non-specific dispersal;;;
8749;Oxalis acetosella;;Oxalis;Oxalidaceae;0,10;;;;1,0;;;;;;Local non-specific dispersal;1;;
8750;Oxalis articulata;;Oxalis;Oxalidaceae;0,34;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8751;Oxalis corniculata;;Oxalis;Oxalidaceae;0,17;;;;0,2;;;neo;1;;Local non-specific dispersal;1;Anthropochory;7
8752;Oxalis debilis;;Oxalis;Oxalidaceae;0,20;;;;;;;neo;1;;Local non-specific dispersal;1;Anthropochory;7
8753;Oxalis dillenii;;Oxalis;Oxalidaceae;0,17;;;;0,2;;;neo;1;;Local non-specific dispersal;1;Anthropochory;7
8754;Oxalis latifolia;;Oxalis;Oxalidaceae;0,25;;;;;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
8755;Oxalis pes-caprae;;Oxalis;Oxalidaceae;0,34;;;;;;;neo;1;;Local non-specific dispersal;2;Anthropochory;7
8756;Oxalis purpurata;;Oxalis;Oxalidaceae;0,23;;;;;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
8757;Oxalis purpurea;;Oxalis;Oxalidaceae;0,09;;;;;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
8758;Oxalis stricta;;Oxalis;Oxalidaceae;0,26;;;;0,2;;;neo;1;;Local non-specific dispersal;1;Anthropochory;7
8759;Oxalis violacea;;Oxalis;Oxalidaceae;0,18;;;;0,4;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
8760;Oxybaphus nyctagineus;;Oxybaphus;Nyctaginaceae;0,61;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8761;Oxybasis glauca;;Oxybasis;Amaranthaceae;0,32;;;;0,2;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8762;Oxybasis chenopodioides;;Oxybasis;Amaranthaceae;0,25;;;;0,2;;;;;;Local non-specific dispersal;1;;
8763;Oxybasis rubra;;Oxybasis;Amaranthaceae;0,62;;;;0,1;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8764;Oxybasis urbica;;Oxybasis;Amaranthaceae;0,68;;;;0,3;;;;;1;Local non-specific dispersal;2;Anthropochory;7
8765;Oxyria digyna;;Oxyria;Polygonaceae;0,16;;;;0,8;;;;;;Local non-specific dispersal;1;;
8766;Oxytropis amethystea;;Oxytropis;Fabaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
8767;Oxytropis campestris;;Oxytropis;Fabaceae;0,21;;;;2,1;;;;;;Local non-specific dispersal;1;;
8768;Oxytropis dinarica;;Oxytropis;Fabaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8769;Oxytropis fetida;;Oxytropis;Fabaceae;0,09;;;;;;;;;;Local non-specific dispersal;1;;
8770;Oxytropis foucaudii;;Oxytropis;Fabaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
8771;Oxytropis halleri;;Oxytropis;Fabaceae;0,24;;;;1,7;;;;;;Local non-specific dispersal;1;;
8772;Oxytropis helvetica;;Oxytropis;Fabaceae;0,07;;;;1,9;;;;;;Local non-specific dispersal;1;;
8773;Oxytropis jacquinii;;Oxytropis;Fabaceae;0,11;;;;3,2;;;;;;Local non-specific dispersal;1;;
8774;Oxytropis lapponica;;Oxytropis;Fabaceae;0,08;;;;;;;;;;Local non-specific dispersal;1;;
8775;Oxytropis neglecta;;Oxytropis;Fabaceae;0,18;;;;2,3;;;;;;Local non-specific dispersal;1;;
8776;Oxytropis pilosa;;Oxytropis;Fabaceae;0,27;;;;1,2;;;;;;Local non-specific dispersal;1;;
8777;Paederota bonarota;;Paederota;Plantaginaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
8778;Paederota lutea;;Paederota;Plantaginaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
8779;Paeonia anomala;;Paeonia;Paeoniaceae;;;;;;;;;;;Local non-specific dispersal;;;
8780;Paeonia arietina;;Paeonia;Paeoniaceae;;;;;;;;;;;Local non-specific dispersal;;;
8781;Paeonia broteroi;;Paeonia;Paeoniaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8782;Paeonia cambessedesii;;Paeonia;Paeoniaceae;;;;;;;;;;;Local non-specific dispersal;;;
8783;Paeonia clusii;;Paeonia;Paeoniaceae;;;;;;;;;;;Local non-specific dispersal;;;
8784;Paeonia coriacea;;Paeonia;Paeoniaceae;;;;;141,7;;;;;;Local non-specific dispersal;;;
8785;Paeonia corsica;;Paeonia;Paeoniaceae;0,51;;;;60,5;;;;;;Local non-specific dispersal;2;;
