SeqID;Taxon;Aggr.;Genus;Family;Plant height (m);Tree;Shrub;Tumbleweed;Seed mass (mg);Dusty seeds and spores;Habitat preferences of anemochorous species (other than trees);Origin outside Europe;Weed;Crop, seed mixture, ornamental;Efficient dispersal mode - common;Dispersal distance class (1-6);Efficient dispersal mode - anthropogenic;Dispersal distance class (7)
8786;Paeonia daurica;;Paeonia;Paeoniaceae;0,63;;;;;;;;;;Local non-specific dispersal;2;;
8787;Paeonia kesrouanensis;;Paeonia;Paeoniaceae;;;;;;;;;;;Local non-specific dispersal;;;
8788;Paeonia lactiflora;;Paeonia;Paeoniaceae;0,80;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8789;Paeonia mascula;;Paeonia;Paeoniaceae;0,55;;;;;;;;;;Local non-specific dispersal;2;;
8790;Paeonia officinalis;;Paeonia;Paeoniaceae;0,62;;;;109,3;;;;;;Local non-specific dispersal;2;;
8791;Paeonia peregrina;;Paeonia;Paeoniaceae;0,68;;;;103,3;;;;;;Local non-specific dispersal;2;;
8792;Paeonia tenuifolia;;Paeonia;Paeoniaceae;0,33;;;;47,5;;;;;;Local non-specific dispersal;2;;
8793;Paliurus spina-christi;;Paliurus;Rhamnaceae;2,6;;1;;76,0;;Open_habitats;;;;Anemochory;4;;
8794;Pallenis hierichuntica;;Pallenis;Asteraceae;;;;;;;;;;;Anemochory;;;
8795;Pallenis maritima;;Pallenis;Asteraceae;0,08;;;;0,3;;Open_habitats;;;;Anemochory;5;;
8796;Pallenis spinosa;;Pallenis;Asteraceae;0,27;;;;0,8;;Open_habitats;;;;Anemochory;5;;
8797;Pancratium illyricum;;Pancratium;Amaryllidaceae;0,55;;;;14,8;;;;;;Local non-specific dispersal;2;;
8798;Pancratium maritimum;;Pancratium;Amaryllidaceae;0,40;;;;45,7;;;;;;Local non-specific dispersal;2;;
8799;Panicum capillare;;Panicum;Poaceae;0,31;;;;0,4;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8800;Panicum dichotomiflorum;;Panicum;Poaceae;0,70;;;;0,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8801;Panicum miliaceum;;Panicum;Poaceae;0,66;;;;4,6;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8802;Panicum repens;;Panicum;Poaceae;0,35;;;;0,6;;;;;;Local non-specific dispersal;2;;
8803;Papaver albiflorum;;Papaver;Papaveraceae;0,48;;;;;;;;;;Local non-specific dispersal;2;;
8804;Papaver alpinum;;Papaver;Papaveraceae;0,18;;;;0,1;;;;;1;Local non-specific dispersal;1;Anthropochory;7
8805;Papaver apokrinomenon;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8806;Papaver apulum;;Papaver;Papaveraceae;0,34;;;;;;;;;;Local non-specific dispersal;2;;
8807;Papaver arenarium;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8808;Papaver argemone;;Papaver;Papaveraceae;0,25;;;;0,2;;;;1;;Local non-specific dispersal;1;Anthropochory;7
8809;Papaver aurantiacum;;Papaver;Papaveraceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
8810;Papaver clavatum;;Papaver;Papaveraceae;;;;;0,1;;;;;;Local non-specific dispersal;;;
8811;Papaver commutatum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8812;Papaver corona-sancti-stephani;;Papaver;Papaveraceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8813;Papaver croceum;;Papaver;Papaveraceae;0,40;;;;0,1;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8814;Papaver degenii;;Papaver;Papaveraceae;0,07;;;;;;;;;;Local non-specific dispersal;1;;
8815;Papaver dubium;Papaver dubium aggr.;Papaver;Papaveraceae;0,48;;;;0,1;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8816;Papaver dubium aggr.;Papaver dubium aggr.;Papaver;Papaveraceae;0,46;;;;;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8817;Papaver ernesti-mayeri;;Papaver;Papaveraceae;0,12;;;;0,1;;;;;;Local non-specific dispersal;1;;
8818;Papaver fugax;;Papaver;Papaveraceae;;;;;0,1;;;;;;Local non-specific dispersal;;;
8819;Papaver gracile;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8820;Papaver hybridum;;Papaver;Papaveraceae;0,32;;;;0,1;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8821;Papaver kerneri;;Papaver;Papaveraceae;0,15;;;;;;;;;;Local non-specific dispersal;1;;
8822;Papaver laevigatum;;Papaver;Papaveraceae;0,28;;;;;;;;;;Local non-specific dispersal;1;;
8823;Papaver lapeyrousianum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8824;Papaver lapponicum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8825;Papaver lateritium;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8826;Papaver lecoqii;Papaver dubium aggr.;Papaver;Papaveraceae;0,39;;;;0,1;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8827;Papaver macrostomum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8828;Papaver nigrotinctum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8829;Papaver nudicaule;;Papaver;Papaveraceae;;;;;0,1;;;;;;Local non-specific dispersal;;;
8830;Papaver oreophilum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8831;Papaver orientale;;Papaver;Papaveraceae;0,68;;;;0,2;;;;;;Local non-specific dispersal;2;;
8832;Papaver persicum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8833;Papaver pinnatifidum;;Papaver;Papaveraceae;0,34;;;;;;;;;;Local non-specific dispersal;2;;
8834;Papaver purpureomarginatum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8835;Papaver radicatum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8836;Papaver rhaeticum;;Papaver;Papaveraceae;>0,3;;;;0,2;;;;;;Local non-specific dispersal;2;;
8837;Papaver rhoeas;;Papaver;Papaveraceae;0,48;;;;0,2;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8838;Papaver sendtneri;;Papaver;Papaveraceae;;;;;0,2;;;;;;Local non-specific dispersal;;;
8839;Papaver setigerum;;Papaver;Papaveraceae;0,46;;;;;;;;;;Local non-specific dispersal;2;;
8840;Papaver somniferum;;Papaver;Papaveraceae;0,85;;;;0,4;;;arch;1;;Local non-specific dispersal;2;Anthropochory;7
8841;Papaver spicatum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8842;Papaver stevenianum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8843;Papaver strictum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8844;Papaver stylatum;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8845;Papaver tatricum;;Papaver;Papaveraceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
8846;Papaver victoris;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8847;Papaver virchowii;;Papaver;Papaveraceae;;;;;;;;;;;Local non-specific dispersal;;;
8848;Paradisea liliastrum;;Paradisea;Asparagaceae;0,50;;;;3,5;;;;;;Local non-specific dispersal;2;;
8849;Paragymnopteris marantae;;Paragymnopteris;Pteridaceae;0,23;;;;;1;Open_habitats;;;;Anemochory;5;;
8850;Parapholis filiformis;;Parapholis;Poaceae;0,26;;;;2,5;;;;;;Local non-specific dispersal;1;;
8851;Parapholis incurva;;Parapholis;Poaceae;0,11;;;;2,3;;;;;;Local non-specific dispersal;1;;
8852;Parapholis marginata;;Parapholis;Poaceae;0,13;;;;;;;;;;Local non-specific dispersal;1;;
8853;Parapholis pycnantha;;Parapholis;Poaceae;0,32;;;;;;;;;;Local non-specific dispersal;2;;
8854;Parapholis strigosa;;Parapholis;Poaceae;0,29;;;;0,9;;;;;;Local non-specific dispersal;1;;
8855;Parasenecio hastatus;;Parasenecio;Asteraceae;;;;;;;Forest;;;;Anemochory;3;;
8856;Parentucellia latifolia;;Parentucellia;Orobanchaceae;0,14;;;;;;;;;;Local non-specific dispersal;1;;
8857;Parentucellia viscosa;;Parentucellia;Orobanchaceae;0,33;;;;0,0;1;;;;;Anemochory;;;
8858;Parietaria cretica;;Parietaria;Urticaceae;0,18;;;;;;;;;;Epizoochory;6;;
8859;Parietaria judaica;;Parietaria;Urticaceae;0,31;;;;0,2;;;;;;Epizoochory;6;;
8860;Parietaria lusitanica;;Parietaria;Urticaceae;0,15;;;;0,9;;;;;;Epizoochory;6;;
8861;Parietaria mauritanica;;Parietaria;Urticaceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
8862;Parietaria officinalis;;Parietaria;Urticaceae;0,59;;;;0,5;;;;;;Epizoochory;6;;
8863;Paris quadrifolia;;Paris;Melanthiaceae;0,22;;;;208,3;;;;;;Endozoochory;6;;
8864;Parnassia palustris;;Parnassia;Celastraceae;0,19;;;;0,0;;;;;;Local non-specific dispersal;1;;
8865;Paronychia albanica;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8866;Paronychia anatolica;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8867;Paronychia arabica;;Paronychia;Caryophyllaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
8868;Paronychia aretioides;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8869;Paronychia argentea;;Paronychia;Caryophyllaceae;0,14;;;;0,7;;;;;;Local non-specific dispersal;1;;
8870;Paronychia argyroloba;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8871;Paronychia canariensis;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8872;Paronychia capitata;;Paronychia;Caryophyllaceae;0,09;;;;0,4;;;;;;Local non-specific dispersal;1;;
8873;Paronychia carica;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8874;Paronychia cephalotes;;Paronychia;Caryophyllaceae;0,08;;;;1,2;;;;;;Local non-specific dispersal;1;;
8875;Paronychia cymosa;;Paronychia;Caryophyllaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
8876;Paronychia davisii;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8877;Paronychia dudleyi;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8878;Paronychia echinulata;;Paronychia;Caryophyllaceae;0,03;;;;0,2;;;;;;Local non-specific dispersal;1;;
8879;Paronychia chionaea;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8880;Paronychia kapela;;Paronychia;Caryophyllaceae;0,03;;;;0,9;;;;;;Local non-specific dispersal;1;;
8881;Paronychia kurdica;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8882;Paronychia lycica;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8883;Paronychia macedonica;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8884;Paronychia macrosepala;;Paronychia;Caryophyllaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
8885;Paronychia polygonifolia;;Paronychia;Caryophyllaceae;0,03;;;;0,4;;;;;;Local non-specific dispersal;1;;
8886;Paronychia rechingeri;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8887;Paronychia rouyana;;Paronychia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
8888;Paronychia suffruticosa;;Paronychia;Caryophyllaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
8889;Parthenocissus inserta;Parthenocissus quinquefolia aggr.;Parthenocissus;Vitaceae;8;;;;22,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8890;Parthenocissus quinquefolia;Parthenocissus quinquefolia aggr.;Parthenocissus;Vitaceae;10;;;;25,2;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8891;Parthenocissus quinquefolia aggr.;Parthenocissus quinquefolia aggr.;Parthenocissus;Vitaceae;10;;;;;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8892;Parthenocissus tricuspidata;;Parthenocissus;Vitaceae;10;;;;27,9;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8893;Parvotrisetum myrianthum;;Parvotrisetum;Poaceae;0,30;;;;;;;;;;Local non-specific dispersal;1;;
8894;Paspalum dilatatum;;Paspalum;Poaceae;0,90;;;;1,4;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8895;Paspalum distichum;;Paspalum;Poaceae;0,31;;;;1,5;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8896;Paspalum vaginatum;;Paspalum;Poaceae;0,30;;;;0,6;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8897;Pastinaca hirsuta;;Pastinaca;Apiaceae;;;;;3,5;;;;;;Local non-specific dispersal;;;
8898;Pastinaca kochii;;Pastinaca;Apiaceae;>0,3;;;;;;;;;;Local non-specific dispersal;2;;
8899;Pastinaca lucida;;Pastinaca;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8900;Pastinaca pimpinellifolia;;Pastinaca;Apiaceae;;;;;;;;;;;Local non-specific dispersal;;;
8901;Pastinaca sativa;;Pastinaca;Apiaceae;>0,3;;;;3,9;;;;;1;Local non-specific dispersal;2;Anthropochory;7
8902;Patellifolia procumbens;;Patellifolia;Amaranthaceae;0,43;;;;;;;;;;Local non-specific dispersal;2;;
8903;Patzkea coerulescens;;Patzkea;Poaceae;0,45;;;;;;;;;;Local non-specific dispersal;2;;
8904;Patzkea durandoi;;Patzkea;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
8905;Patzkea paniculata;;Patzkea;Poaceae;0,73;;;;;;;;;;Local non-specific dispersal;2;;
8906;Patzkea patula;;Patzkea;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
8907;Patzkea spadicea;;Patzkea;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
8908;Paulownia tomentosa;;Paulownia;Paulowniaceae;13;1;;;0,2;;;neo;;;Anemochory;4;Anthropochory;7
8909;Pedicularis acaulis;;Pedicularis;Orobanchaceae;0,09;;;;;;;;;;Local non-specific dispersal;1;;
8910;Pedicularis altaica;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8911;Pedicularis amoena;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8912;Pedicularis ascendens;;Pedicularis;Orobanchaceae;0,24;;;;1,0;;;;;;Local non-specific dispersal;1;;
8913;Pedicularis asplenifolia;;Pedicularis;Orobanchaceae;0,05;;;;0,5;;;;;;Local non-specific dispersal;1;;
8914;Pedicularis atropurpurea;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8915;Pedicularis baumgartenii;;Pedicularis;Orobanchaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
8916;Pedicularis brachyodonta;;Pedicularis;Orobanchaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
8917;Pedicularis cadmea;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8918;Pedicularis caucasica;;Pedicularis;Orobanchaceae;;;;;1,3;;;;;;Local non-specific dispersal;;;
8919;Pedicularis cenisia;;Pedicularis;Orobanchaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
8920;Pedicularis comosa;;Pedicularis;Orobanchaceae;0,33;;;;1,2;;;;;;Local non-specific dispersal;2;;
8921;Pedicularis compacta;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8922;Pedicularis condensata;;Pedicularis;Orobanchaceae;<0,3;;;;6,0;;;;;;Local non-specific dispersal;1;;
8923;Pedicularis crassirostris;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8924;Pedicularis dasyantha;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8925;Pedicularis dasystachys;;Pedicularis;Orobanchaceae;0,25;;;;;;;;;;Local non-specific dispersal;1;;
8926;Pedicularis elegans;;Pedicularis;Orobanchaceae;0,07;;;;1,4;;;;;;Local non-specific dispersal;1;;
8927;Pedicularis elongata;;Pedicularis;Orobanchaceae;0,21;;;;1,0;;;;;;Local non-specific dispersal;1;;
8928;Pedicularis eriantha;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8929;Pedicularis exaltata;;Pedicularis;Orobanchaceae;1,2;;;;;;;;;;Local non-specific dispersal;2;;
8930;Pedicularis flammea;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8931;Pedicularis foliosa;;Pedicularis;Orobanchaceae;0,32;;;;1,6;;;;;;Local non-specific dispersal;2;;
8932;Pedicularis friderici-augusti;;Pedicularis;Orobanchaceae;0,21;;;;;;;;;;Local non-specific dispersal;1;;
8933;Pedicularis graeca;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8934;Pedicularis gyroflexa;;Pedicularis;Orobanchaceae;0,21;;;;1,0;;;;;;Local non-specific dispersal;1;;
8935;Pedicularis hacquetii;;Pedicularis;Orobanchaceae;0,59;;;;;;;;;;Local non-specific dispersal;2;;
8936;Pedicularis heterodonta;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8937;Pedicularis hirsuta;;Pedicularis;Orobanchaceae;0,08;;;;;;;;;;Local non-specific dispersal;1;;
8938;Pedicularis hoermanniana;;Pedicularis;Orobanchaceae;0,58;;;;;;;;;;Local non-specific dispersal;2;;
8939;Pedicularis kaufmannii;;Pedicularis;Orobanchaceae;0,38;;;;;;;;;;Local non-specific dispersal;2;;
8940;Pedicularis kerneri;;Pedicularis;Orobanchaceae;0,08;;;;0,7;;;;;;Local non-specific dispersal;1;;
8941;Pedicularis labradorica;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8942;Pedicularis lapponica;;Pedicularis;Orobanchaceae;0,10;;;;;;;;;;Local non-specific dispersal;1;;
8943;Pedicularis leucodon;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8944;Pedicularis limnogena;;Pedicularis;Orobanchaceae;0,14;;;;;;;;;;Local non-specific dispersal;1;;
8945;Pedicularis mixta;;Pedicularis;Orobanchaceae;<0,3;;;;0,8;;;;;;Local non-specific dispersal;1;;
8946;Pedicularis nordmanniana;;Pedicularis;Orobanchaceae;<0,3;;;;0,3;;;;;;Local non-specific dispersal;1;;
8947;Pedicularis oederi;;Pedicularis;Orobanchaceae;0,10;;;;1,3;;;;;;Local non-specific dispersal;1;;
8948;Pedicularis orthantha;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8949;Pedicularis palustris;;Pedicularis;Orobanchaceae;0,41;;;;1,1;;;;;;Local non-specific dispersal;2;;
8950;Pedicularis petiolaris;;Pedicularis;Orobanchaceae;0,16;;;;0,8;;;;;;Local non-specific dispersal;1;;
8951;Pedicularis physocalyx;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8952;Pedicularis pontica;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8953;Pedicularis portenschlagii;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8954;Pedicularis pyrenaica;;Pedicularis;Orobanchaceae;<0,3;;;;1,3;;;;;;Local non-specific dispersal;1;;
8955;Pedicularis recutita;;Pedicularis;Orobanchaceae;0,33;;;;0,8;;;;;;Local non-specific dispersal;2;;
8956;Pedicularis rosea;;Pedicularis;Orobanchaceae;0,09;;;;0,7;;;;;;Local non-specific dispersal;1;;
8957;Pedicularis rostratocapitata;;Pedicularis;Orobanchaceae;0,16;;;;1,2;;;;;;Local non-specific dispersal;1;;
8958;Pedicularis rostratospicata;;Pedicularis;Orobanchaceae;0,27;;;;;;;;;;Local non-specific dispersal;1;;
8959;Pedicularis sceptrum-carolinum;;Pedicularis;Orobanchaceae;0,59;;;;0,4;;;;;;Local non-specific dispersal;2;;
8960;Pedicularis schizocalyx;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8961;Pedicularis sibirica;;Pedicularis;Orobanchaceae;;;;;;;;;;;Local non-specific dispersal;;;
8962;Pedicularis sibthorpii;;Pedicularis;Orobanchaceae;0,30;;;;1,7;;;;;;Local non-specific dispersal;2;;
8963;Pedicularis sudetica;;Pedicularis;Orobanchaceae;0,18;;;;;;;;;;Local non-specific dispersal;1;;
8964;Pedicularis sylvatica;;Pedicularis;Orobanchaceae;0,12;;;;0,9;;;;;;Local non-specific dispersal;1;;
8965;Pedicularis tuberosa;;Pedicularis;Orobanchaceae;0,17;;;;0,8;;;;;;Local non-specific dispersal;1;;
8966;Pedicularis verticillata;;Pedicularis;Orobanchaceae;0,16;;;;0,8;;;;;;Local non-specific dispersal;1;;
8967;Pedicularis wilhelmsiana;;Pedicularis;Orobanchaceae;;;;;0,2;;;;;;Local non-specific dispersal;;;
8968;Peganum harmala;;Peganum;Nitrariaceae;0,42;;;;2,2;;;;;;Local non-specific dispersal;2;;
8969;Pelargonium zonale;;Pelargonium;Geraniaceae;1,1;;1;;4,7;;;neo;;;Local non-specific dispersal;2;Anthropochory;7
8970;Peltaria alliacea;;Peltaria;Brassicaceae;0,43;;;;3,4;;;;;;Local non-specific dispersal;2;;
8971;Pentaglottis sempervirens;;Pentaglottis;Boraginaceae;0,59;;;;5,0;;;;;;Myrmecochory;3;;
8972;Peridictyon sanctum;;Peridictyon;Poaceae;;;;;;;;;;;Local non-specific dispersal;;;
8973;Periploca angustifolia;;Periploca;Apocynaceae;1,6;;1;;7,5;;Forest;;;;Anemochory;3;;
8974;Periploca graeca;;Periploca;Apocynaceae;8;;1;;11,4;;Forest;;;;Anemochory;3;;
8975;Periploca laevigata;;Periploca;Apocynaceae;1,2;;1;;6,8;;;;;;Local non-specific dispersal;2;;
8976;Persicaria amphibia;;Persicaria;Polygonaceae;0,40;;;;3,4;;;;;;Epizoochory;6;;
8977;Persicaria capitata;;Persicaria;Polygonaceae;0,23;;;;;;;neo;;;Local non-specific dispersal;1;Anthropochory;7
8978;Persicaria decipiens;;Persicaria;Polygonaceae;0,45;;;;1,1;;;;;;Local non-specific dispersal;2;;
8979;Persicaria dubia;;Persicaria;Polygonaceae;0,41;;;;1,4;;;;;;Local non-specific dispersal;2;;
8980;Persicaria foliosa;;Persicaria;Polygonaceae;;;;;;;;;;;Local non-specific dispersal;;;
8981;Persicaria hydropiper;;Persicaria;Polygonaceae;0,46;;;;2,1;;;;;;Local non-specific dispersal;2;;
8982;Persicaria lapathifolia;;Persicaria;Polygonaceae;0,53;;;;1,9;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8983;Persicaria maculosa;;Persicaria;Polygonaceae;0,49;;;;2,0;;;;1;;Local non-specific dispersal;2;Anthropochory;7
8984;Persicaria minor;;Persicaria;Polygonaceae;0,24;;;;0,8;;;;;;Local non-specific dispersal;1;;
8985;Persicaria orientalis;;Persicaria;Polygonaceae;1,5;;;;;;;neo;1;;Local non-specific dispersal;2;Anthropochory;7
8986;Persicaria pensylvanica;;Persicaria;Polygonaceae;1,1;;;;6,1;;;neo;1;;Local non-specific dispersal;2;Anthropochory;7
8987;Petagnaea gussonei;;Petagnaea;Apiaceae;0,35;;;;;;;;;;Local non-specific dispersal;2;;
8988;Petasites albus;;Petasites;Asteraceae;0,54;;;;0,3;;Forest;;;;Anemochory;3;;
8989;Petasites doerfleri;;Petasites;Asteraceae;;;;;;;Open_habitats;;;;Anemochory;5;;
8990;Petasites frigidus;;Petasites;Asteraceae;0,20;;;;0,9;;Open_habitats;;;;Anemochory;5;;
8991;Petasites hybridus;;Petasites;Asteraceae;0,45;;;;0,2;;Open_habitats;;;;Anemochory;5;;
8992;Petasites kablikianus;;Petasites;Asteraceae;0,42;;;;;;Open_habitats;;;;Anemochory;5;;
8993;Petasites paradoxus;;Petasites;Asteraceae;0,36;;;;0,5;;Open_habitats;;;;Anemochory;5;;
8994;Petasites pyrenaicus;;Petasites;Asteraceae;0,30;;;;;;Open_habitats;;;;Anemochory;5;;
8995;Petasites radiatus;;Petasites;Asteraceae;;;;;;;;;;;Anemochory;;;
8996;Petasites spurius;;Petasites;Asteraceae;0,29;;;;;;Open_habitats;;;;Anemochory;5;;
8997;Petrocallis pyrenaica;;Petrocallis;Brassicaceae;0,03;;;;;;;;;;Local non-specific dispersal;1;;
8998;Petrocoptis hispanica;;Petrocoptis;Caryophyllaceae;<0,3;;;;;;;;;;Local non-specific dispersal;1;;
8999;Petrocoptis pyrenaica;;Petrocoptis;Caryophyllaceae;0,20;;;;;;;;;;Local non-specific dispersal;1;;
9000;Petromarula pinnata;;Petromarula;Campanulaceae;>0,3;;;;0,0;;;;;;Local non-specific dispersal;2;;
9001;Petrorhagia alpina;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9002;Petrorhagia armerioides;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9003;Petrorhagia candica;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9004;Petrorhagia cretica;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9005;Petrorhagia dianthoides;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9006;Petrorhagia dubia;;Petrorhagia;Caryophyllaceae;0,21;;;;0,3;;;;;;Local non-specific dispersal;1;;
9007;Petrorhagia fasciculata;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9008;Petrorhagia glumacea;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9009;Petrorhagia illyrica;;Petrorhagia;Caryophyllaceae;0,23;;;;;;;;;;Local non-specific dispersal;1;;
9010;Petrorhagia nanteuilii;;Petrorhagia;Caryophyllaceae;0,36;;;;0,3;;;;;;Local non-specific dispersal;2;;
9011;Petrorhagia obcordata;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9012;Petrorhagia ochroleuca;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9013;Petrorhagia phthiotica;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
9014;Petrorhagia prolifera;;Petrorhagia;Caryophyllaceae;0,34;;;;0,3;;;;;;Local non-specific dispersal;2;;
9015;Petrorhagia saxifraga;;Petrorhagia;Caryophyllaceae;0,24;;;;0,1;;;;;;Local non-specific dispersal;1;;
9016;Petrorhagia thessala;;Petrorhagia;Caryophyllaceae;;;;;;;;;;;Local non-specific dispersal;;;
